Identif_hog;Identif_2010;Fexp_cen2010;Provincia;Dominio;Ciudad_Auto;Área;sexo;edad;etnia;instruccion;perceptor;numpers;ing_cor_per;dec_nac_per;d1;d10;VI15;NV05
110152999011051;110152999011;109,865195695134;11;11; ;2;1;76;6;3;2;3;60,2222222222222;1;66,02; ;2;1
110152999011061;110152999011;109,865195695134;11;11; ;2;1;81;6;3;2;3;106,000833333333;3;116,05; ;3;1
110152999011071;110152999011;109,865195695134;11;11; ;2;1;52;6;5;3;4;800,521666666667;10;294,1; ;2;2
110152999011081;110152999011;109,865195695134;11;11; ;2;2;90;6;3;2;2;50,5;1;32,82; ;2;1
110152999011091;110152999011;109,865195695134;11;11; ;2;1;59;6;3;2;2;85,6420833333333;2;22,53; ;2;1
110152999011101;110152999011;109,865195695134;11;11; ;2;1;49;6;3;2;2;52,4166666666667;1;32,18; ;5;1
110152999011111;110152999011;109,865195695134;11;11; ;2;1;57;6;1;2;3;101,335;2;135,81; ;4;1
110152999011121;110152999011;109,865195695134;11;11; ;2;1;59;6;3;2;2;103,295833333333;2;31,28; ;2;1
110153001005011;110153001005;146,486927593511;11;11; ;2;1;93;6;3;2;2;58,075;1;30,47; ;2;1
110153001005021;110153001005;146,486927593511;11;11; ;2;1;75;6;3;2;2;103,209166666667;2;29,84; ;1;1
110153001005031;110153001005;146,486927593511;11;11; ;2;2;74;6;3;3;5;62,6486666666667;1;92,54; ;1;2
110153001005041;110153001005;146,486927593511;11;11; ;2;1;58;6;3;1;2;77,05375;2;83,03; ;5;1
110153001005051;110153001005;146,486927593511;11;11; ;2;1;70;6;3;1;2;62,8020833333333;1;23,94; ;2;1
110153001005061;110153001005;146,486927593511;11;11; ;2;2;79;6;3;1;1;178,586666666667;5;66,5; ;1;1
110153001005081;110153001005;146,486927593511;11;11; ;2;1;72;6;3;4;5;120,818;3;162,67; ;1;2
110153001005101;110153001005;146,486927593511;11;11; ;2;1;77;6;3;2;2;41,625;1;24,9; ;1;1
110153001005111;110153001005;146,486927593511;11;11; ;2;1;68;6;3;2;2;379,479166666667;9;53,76; ;1;2
110153999006011;110153999006;119,852940758327;11;11; ;2;2;84;6;3;1;1;164,08;5; ; ;5;1
110153999006021;110153999006;119,852940758327;11;11; ;2;2;40;6;3;1;2;184,708333333333;5;27,83; ;5;2
110153999006031;110153999006;119,852940758327;11;11; ;2;2;90;6;3;1;1;149,52;4;1,5; ;2;1
110153999006041;110153999006;119,852940758327;11;11; ;2;1;85;6;3;2;3;70,9566666666667;1;80,27; ;5;1
110153999006051;110153999006;119,852940758327;11;11; ;2;1;58;6;3;2;2;85,5783333333333;2;54,9; ;5;1
110153999006061;110153999006;119,852940758327;11;11; ;2;1;32;6;3;1;2;41,7516666666667;1;22,31; ;5;1
110153999006071;110153999006;119,852940758327;11;11; ;2;1;74;6;3;2;2;73,93125;1;43,15; ;5;1
110153999006091;110153999006;119,852940758327;11;11; ;2;1;76;6;3;2;3;76,9266666666667;2;116,22; ;5;1
110153999006101;110153999006;119,852940758327;11;11; ;2;1;46;6;3;2;4;88,48;2;208,32; ;2;1
110153999006111;110153999006;119,852940758327;11;11; ;2;2;70;6;1;2;3;278,137777777778;7;106,87;133,33;2;1
110153999006121;110153999006;119,852940758327;11;11; ;2;1;64;6;3;1;3;85,1597222222222;2;50,35; ;5;1
110154001001011;110154001001;109,865195695134;11;11; ;2;2;95;6;3; ;1;110,01;3; ; ;5;1
110154001001021;110154001001;109,865195695134;11;11; ;2;2;42;6;4;1;4;43,2704166666667;1;43,49; ;1;2
110154001001031;110154001001;109,865195695134;11;11; ;2;1;56;6;3;2;3;61,1722222222222;1;49,36; ;1;2
110154001001041;110154001001;109,865195695134;11;11; ;2;1;41;6;3;2;7;26,5860714285714;1;74,01; ;1;2
110154001001051;110154001001;109,865195695134;11;11; ;2;1;46;6;4;2;6;42,69375;1;59,74; ;2;1
110154001001061;110154001001;109,865195695134;11;11; ;2;2;59;6;3;1;1;157,048333333333;5;49,06; ;1;1
110154001001071;110154001001;109,865195695134;11;11; ;2;2;80;6;1;1;1;73,6666666666667;1;27,32; ;1;1
110154001001081;110154001001;109,865195695134;11;11; ;2;1;76;6;3;1;2;216,464583333333;6;130,87; ;1;1
110154001001091;110154001001;109,865195695134;11;11; ;2;1;75;6;3;2;2;129,314583333333;4;90,35; ;1;2
110154001001101;110154001001;109,865195695134;11;11; ;2;1;70;6;3;2;2;119,462083333333;3;82,53; ;1;1
110154001001111;110154001001;109,865195695134;11;11; ;2;1;92;6;1;1;2;160,893333333333;5;87,52; ;1;1
110154001001121;110154001001;109,865195695134;11;11; ;2;1;55;6;3;1;1;133,958333333333;4;43,76; ;5;1
110154999006011;110154999006;109,865195695134;11;11; ;2;1;72;6;3;2;3;95,3777777777778;2; ; ;5;1
110154999006021;110154999006;109,865195695134;11;11; ;2;1;58;6;3;2;4;91,7166666666667;2;120,55; ;3;1
110154999006031;110154999006;109,865195695134;11;11; ;2;2;75;6;3;1;1;108,813333333333;3;30,47; ;4;1
110154999006041;110154999006;109,865195695134;11;11; ;2;1;27;6;3;2;4;121,1775;3;190,06; ;2;1
110154999006051;110154999006;109,865195695134;11;11; ;2;2;59;6;3;1;1;79,9033333333333;2; ; ;5;1
110154999006061;110154999006;109,865195695134;11;11; ;2;2;82;6;1;1;1;73,58;1;31,39; ;5;1
110154999006071;110154999006;109,865195695134;11;11; ;2;2;80;6;1;1;1;67,57;1;19,62; ;5;1
110154999006081;110154999006;109,865195695134;11;11; ;2;1;26;6;3;2;5;86,9;2;156,2; ;3;1
110154999006091;110154999006;109,865195695134;11;11; ;2;1;80;6;3;2;2;105,781666666667;3;73,77; ;1;1
110154999006101;110154999006;109,865195695134;11;11; ;2;1;60;6;3;3;5;120,076666666667;3;56,64; ;5;1
110154999006111;110154999006;109,865195695134;11;11; ;2;2;54;6;3;1;1;64,0208333333333;1;30,47; ;3;1
110154999006121;110154999006;109,865195695134;11;11; ;2;1;34;6;3;1;3;119,373333333333;3;152,03; ;3;2
110155999001011;110155999001;109,865195695134;11;11; ;2;2;59;6;3;1;1;63,67;1; ; ;2;1
110155999001021;110155999001;109,865195695134;11;11; ;2;1;70;1;3;1;1;142,491666666667;4;13,93; ;3;1
110155999001031;110155999001;109,865195695134;11;11; ;2;1;58;6;1;2;5;27,8491666666667;1;32,01; ;2;1
110155999001041;110155999001;109,865195695134;11;11; ;2;2;66;6;3;2;2;86,3808333333333;2;58,21; ;2;1
110155999001051;110155999001;109,865195695134;11;11; ;2;1;45;6;3;2;5;62,95;1;119,77; ;5;1
110155999001061;110155999001;109,865195695134;11;11; ;2;1;67;6;3;2;7;30,1964285714286;1;55,73;1,67;2;1
110155999001071;110155999001;109,865195695134;11;11; ;2;1;38;6;4;1;6;41,2765277777778;1;63,83;,83;2;1
110155999001081;110155999001;109,865195695134;11;11; ;2;1;31;6;3;2;6;26,6623611111111;1;7,73; ;5;1
110155999001091;110155999001;109,865195695134;11;11; ;2;1;54;6;3;2;3;75,8188888888889;1;70,46; ;2;2
110155999001101;110155999001;109,865195695134;11;11; ;2;1;38;6;3;2;8;60,9766666666667;1;87,08; ;2;1
110155999001111;110155999001;109,865195695134;11;11; ;2;2;50;6;4;1;2;75,3195833333333;1;43,88; ;2;1
110155999001121;110155999001;109,865195695134;11;11; ;2;1;63;6;3;2;2;84,505;2;43,12; ;2;2
110156001004011;110156001004;109,865195695134;11;11; ;2;1;74;6;3;2;3;214,138888888889;6;156,72; ;1;1
110156001004021;110156001004;109,865195695134;11;11; ;2;1;49;6;3;2;5;126,680666666667;3;337,62; ;1;2
110156001004031;110156001004;109,865195695134;11;11; ;2;2;50;6;3;2;3;52,2955555555556;1;44,11; ;1;1
110156001004041;110156001004;109,865195695134;11;11; ;2;2;33;6;3;1;1;41,6666666666667;1;8,99; ;1;1
110156001004051;110156001004;109,865195695134;11;11; ;2;2;55;6;4;2;5;269,9;7;258,73;15;1;2
110156001004061;110156001004;109,865195695134;11;11; ;2;2;62;6;1;1;2;131,146666666667;4;146,27; ;3;1
110156001004071;110156001004;109,865195695134;11;11; ;2;2;46;6;3;1;5;68,054;1;169,65; ;1;1
110156001004081;110156001004;109,865195695134;11;11; ;2;1;48;6;5;2;2;460,188333333333;9;223,03;45;1;2
110156001004091;110156001004;109,865195695134;11;11; ;2;1;54;6;3;2;4;107,239583333333;3;186,42; ;1;1
110156001004101;110156001004;109,865195695134;11;11; ;2;2;74;6;1;3;6;87,905;2;187,04; ;1;1
110156001004111;110156001004;109,865195695134;11;11; ;2;2;68;6;3;1;1;309,91;8;99,49; ;1;1
110156001004121;110156001004;109,865195695134;11;11; ;2;1;80;6;3;2;2;91,385;2;81,57; ;1;1
110156999001011;110156999001;109,865195695134;11;11; ;2;2;53;6;3;1;4;92,55;2;145,88; ;5;1
110156999001021;110156999001;109,865195695134;11;11; ;2;1;67;6;3;1;2;81,1283333333333;2;46,09; ;2;2
110156999001031;110156999001;109,865195695134;11;11; ;2;1;71;6;3;2;7;51,302380952381;1;35,23; ;2;1
110156999001041;110156999001;109,865195695134;11;11; ;2;1;32;6;4;2;4;186,6375;6;54,91; ;2;2
110156999001051;110156999001;109,865195695134;11;11; ;2;1;68;6;4;2;2;63,8541666666667;1;7,6; ;2;1
110156999001061;110156999001;109,865195695134;11;11; ;2;1;52;6;3;1;1;181,336666666667;5;16,2; ;2;2
110156999001071;110156999001;109,865195695134;11;11; ;2;2;62;6;3;4;4;97,425;2;60,06; ;5;1
110156999001081;110156999001;109,865195695134;11;11; ;2;2;49;6;3;3;6;57,7644444444445;1;46,7; ;5;1
110156999001091;110156999001;109,865195695134;11;11; ;2;2;49;4;4;1;1;583,233333333333;10;123,69; ;2;1
110156999001101;110156999001;109,865195695134;11;11; ;2;1;54;6;3;2;5;92,532;2;189,61; ;2;1
110156999001111;110156999001;109,865195695134;11;11; ;2;1;47;6;3;2;7;117,048571428571;3;294,89;9;2;2
110156999001121;110156999001;109,865195695134;11;11; ;2;1;46;6;3;3;7;74,1466666666667;1;227,16; ;2;1
110156999006011;110156999006;109,865195695134;11;11; ;2;1;48;6;3;5;9;134,425185185185;4;434,42; ;3;1
110156999006021;110156999006;109,865195695134;11;11; ;2;1;75;6;3;2;2;377,47;9;151,45; ;3;1
110156999006031;110156999006;109,865195695134;11;11; ;2;1;42;6;3;2;5;124,6;3;341,76; ;3;1
110156999006041;110156999006;109,865195695134;11;11; ;2;1;56;6;3;5;6;191,152777777778;6;535; ;3;1
110156999006051;110156999006;109,865195695134;11;11; ;2;1;64;6;3;2;2;175,1925;5;105,39; ;5;1
110156999006061;110156999006;109,865195695134;11;11; ;2;1;84;6;3;1;2;171,671666666667;5;2,14; ;2;1
110156999006071;110156999006;109,865195695134;11;11; ;2;1;56;6;3;4;13;75,1938461538461;1;557,1; ;2;1
110156999006081;110156999006;109,865195695134;11;11; ;2;1;83;6;3;2;2;407,163333333333;9;128,07; ;2;1
110156999006091;110156999006;109,865195695134;11;11; ;2;1;55;6;4;3;5;118,857666666667;3;235,41; ;3;1
110156999006101;110156999006;109,865195695134;11;11; ;2;1;54;6;3;4;8;74,7485416666667;1;173,18; ;3;1
110156999006111;110156999006;109,865195695134;11;11; ;2;1;38;6;4;1;1;491,9;9;12,87; ;5;1
110156999006121;110156999006;109,865195695134;11;11; ;2;1;23;6;3;1;3;92,5566666666667;2;95,88; ;2;1
110156999021011;110156999021;109,865195695134;11;11; ;2;1;74;6;3;2;2;81,3333333333333;2;25,3; ;2;2
110156999021021;110156999021;109,865195695134;11;11; ;2;1;30;6;3;2;4;78,7875;2;148,62; ;3;1
110156999021031;110156999021;109,865195695134;11;11; ;2;1;59;7;5;1;1;561,72;10;160,83; ;1;2
110156999021041;110156999021;109,865195695134;11;11; ;2;1;60;6;3;1;6;153,306666666667;4;307,93; ;2;2
110156999021051;110156999021;109,865195695134;11;11; ;2;1;50;6;2;2;5;64,6733333333333;1;145,71; ;2;1
110156999021061;110156999021;109,865195695134;11;11; ;2;1;36;6;3;3;8;68,0547916666667;1;245,59; ;2;1
110156999021071;110156999021;109,865195695134;11;11; ;2;1;63;6;3;2;2;70,215;1;44,27; ;2;1
110156999021081;110156999021;109,865195695134;11;11; ;2;1;83;6;3;2;3;69,6388888888889;1;93,3; ;3;2
110156999021091;110156999021;109,865195695134;11;11; ;2;2;54;6;3;1;1;209,291666666667;6;47,18; ;5;1
110156999021101;110156999021;109,865195695134;11;11; ;2;1;85;6;3;2;2;86,875;2;79,53; ;2;1
110156999021111;110156999021;109,865195695134;11;11; ;2;1;55;6;4;2;6;70,3270833333333;1;253,23;25;3;1
110156999021121;110156999021;109,865195695134;11;11; ;2;1;41;6;3;3;4;145,104166666667;4;190,19; ;2;1
110157001001011;110157001001;109,865195695134;11;11; ;2;1;33;1;3;2;5;64,3333333333333;1;91,63;10;1;1
110157001001021;110157001001;109,865195695134;11;11; ;2;1;40;1;3;3;4;51,923125;1;50,22; ;1;1
110157001001031;110157001001;109,865195695134;11;11; ;2;2;25;1;3;1;3;30,6288888888889;1;66,95; ;3;1
110157001001041;110157001001;109,865195695134;11;11; ;2;1;28;1;3;2;4;128,923333333333;4;20,63; ;1;1
110157001001051;110157001001;109,865195695134;11;11; ;2;1;60;1;3;2;3;286,861111111111;8;78,03; ;2;2
110157001001061;110157001001;109,865195695134;11;11; ;2;2;70;6;3;1;2;252,07;7;49,06; ;1;1
110157001001071;110157001001;109,865195695134;11;11; ;2;2;31;1;4;1;6;82,9311111111111;2;100,54;50;1;1
110157001001081;110157001001;109,865195695134;11;11; ;2;2;19;1;5;2;5;113,28;3;139,31;70,83;1;1
110157001001091;110157001001;109,865195695134;11;11; ;2;1;38;1;4;3;4;355,215208333333;8;222,33;38,33;1;2
110157001001101;110157001001;109,865195695134;11;11; ;2;1;43;1;5;4;5;147,695833333333;4;264,09;15;1;2
110157001001102;110157001001;109,865195695134;11;11; ;2;1;29;1;5;2;4;126,7575;3;313,99; ;1;1
110157001001111;110157001001;109,865195695134;11;11; ;2;1;54;1;3;2;5;133,644;4;168,4; ;2;1
110157001001121;110157001001;109,865195695134;11;11; ;2;1;52;1;3;1;3;82,035;2;57,49; ;5;1
110160999006011;110160999006;109,865195695134;11;11; ;2;1;31;6;3;2;4;94,55;2;204,56; ;3;1
110160999006021;110160999006;109,865195695134;11;11; ;2;1;60;6;3;1;2;51,9166666666667;1;45; ;5;1
110160999006031;110160999006;109,865195695134;11;11; ;2;1;72;6;3;2;2;46,075;1;18,7; ;5;1
110160999006041;110160999006;109,865195695134;11;11; ;2;2;68;6;1;2;2;106,488333333333;3;48,16; ;5;1
110160999006051;110160999006;109,865195695134;11;11; ;2;1;22;6;3;2;4;72,6075;1;36,25; ;3;1
110160999006061;110160999006;109,865195695134;11;11; ;2;1;65;6;3;1;1;45;1;8; ;5;1
110160999006071;110160999006;109,865195695134;11;11; ;2;1;48;4;3;4;9;66,9237037037037;1;269,78; ;5;1
110160999006081;110160999006;109,865195695134;11;11; ;2;1;70;3;3;2;4;163,864583333333;5;245,66; ;4;1
110160999006091;110160999006;109,865195695134;11;11; ;2;1;53;6;3;2;2;85,35;2;33,01; ;3;1
110160999006101;110160999006;109,865195695134;11;11; ;2;1;50;6;3;1;1;337,863333333333;8;105,34; ;5;1
110160999006111;110160999006;109,865195695134;11;11; ;2;1;24;6;3;1;3;37,7166666666667;1;38,16; ;5;1
110160999006121;110160999006;109,865195695134;11;11; ;2;1;61;6;3;2;2;134,820833333333;4;71,54; ;5;1
110160999008011;110160999008;109,865195695134;11;11; ;2;1;55;6;3;4;9;115,712222222222;3;12,87; ;2;1
110160999008021;110160999008;109,865195695134;11;11; ;2;2;31;6;3;1;5;78,722;2;98,68; ;2;1
110160999008031;110160999008;109,865195695134;11;11; ;2;1;60;6;3;3;6;78,4975;2;213,68; ;5;1
110160999008041;110160999008;109,865195695134;11;11; ;2;1;60;6;3;1;2;72,2725;1;29,64; ;5;1
110160999008051;110160999008;109,865195695134;11;11; ;2;1;46;6;3;2;5;97,2233333333333;2;149,62; ;5;1
110160999008061;110160999008;109,865195695134;11;11; ;2;2;27;6;3;1;5;78,9346666666667;2;110,74; ;3;1
110160999008071;110160999008;109,865195695134;11;11; ;2;1;69;6;3;1;2;58,4041666666667;1;21,3; ;5;1
110160999008081;110160999008;109,865195695134;11;11; ;2;2;50;6;3;3;4;109,034166666667;3;73,79; ;2;1
110160999008091;110160999008;109,865195695134;11;11; ;2;2;50;6;3;1;2;109,791666666667;3;104,15; ;2;1
110160999008101;110160999008;109,865195695134;11;11; ;2;2;70;6;1;1;1;123,1525;3;50,94; ;2;1
110160999008111;110160999008;109,865195695134;11;11; ;2;2;76;6;3;1;1;179,663333333333;5;65,85; ;2;1
110160999008121;110160999008;109,865195695134;11;11; ;2;1;39;6;3;2;6;61,4691666666667;1;180,68; ;2;2
110161999007011;110161999007;109,865195695134;11;11; ;2;1;84;6;3;2;3;100,963055555556;2;37,68; ;2;2
110161999007021;110161999007;109,865195695134;11;11; ;2;1;42;6;4;1;5;200,276;6;192,83; ;2;2
110161999007031;110161999007;109,865195695134;11;11; ;2;1;57;6;5;4;4;2234,0425;10;376,64; ;2;2
110161999007041;110161999007;109,865195695134;11;11; ;2;2;74;6;4;4;8;92,76125;2;188,1; ;2;1
110161999007051;110161999007;109,865195695134;11;11; ;2;1;24;6;3;2;3;144,186666666667;4;167,06; ;2;1
110161999007061;110161999007;109,865195695134;11;11; ;2;2;62;6;3;5;6;256,331666666667;7;233,03; ;2;1
110161999007071;110161999007;109,865195695134;11;11; ;2;1;44;6;4;1;3;755,945555555556;10;12,87; ;2;2
110161999007081;110161999007;109,865195695134;11;11; ;2;2;42;6;3;1;5;81,21;2;75,77; ;2;1
110161999007091;110161999007;109,865195695134;11;11; ;2;2;63;6;3;3;5;135,791333333333;4;96,96; ;2;1
110161999007101;110161999007;109,865195695134;11;11; ;2;1;85;6;3;2;4;148,831875;4;134,72;2,08;2;2
110161999007111;110161999007;109,865195695134;11;11; ;2;1;82;6;3;1;2;453,352083333333;9;347,52; ;1;2
110161999007121;110161999007;109,865195695134;11;11; ;2;1;38;6;5;1;6;228,638888888889;7;296,02;220;2;2
110163999003011;110163999003;109,865195695134;11;11; ;2;1;76;6;3;1;1;112,906666666667;3;4,29; ;5;1
110163999003021;110163999003;109,865195695134;11;11; ;2;1;49;6;3;2;2;180,650833333333;5;209,77; ;2;2
110163999003031;110163999003;109,865195695134;11;11; ;2;1;48;6;3;2;5;61,191;1;192,21; ;5;2
110163999003041;110163999003;109,865195695134;11;11; ;2;1;37;6;3;3;4;103,021666666667;2;144,74; ;2;1
110163999003051;110163999003;109,865195695134;11;11; ;2;2;31;6;4;1;3;146,839166666667;4;142,37; ;2;2
110163999003061;110163999003;109,865195695134;11;11; ;2;1;50;6;3;2;7;46,7797619047619;1;103,17; ;2;1
110163999003071;110163999003;109,865195695134;11;11; ;2;1;52;6;3;4;8;69,7794791666667;1;198,86; ;5;1
110163999003081;110163999003;109,865195695134;11;11; ;2;1;75;6;3;2;2;79,9116666666667;2;24,54; ;3;1
110163999003091;110163999003;109,865195695134;11;11; ;2;2;46;6;3;2;3;127,736666666667;3;48,04; ;2;1
110163999003101;110163999003;109,865195695134;11;11; ;2;1;49;6;3;4;6;260,967361111111;7;325,81; ;2;2
110163999003111;110163999003;109,865195695134;11;11; ;2;1;67;6;3;1;1;316,860833333333;8;4,29; ;3;1
110163999003121;110163999003;109,865195695134;11;11; ;2;1;84;6;3;2;2;155,626666666667;4;141,18; ;2;2
110250001009011;110250001009;76,1392636216302;11;11; ;1;1;63;4;3;1;1;461,445;9;65,73; ;1;1
110250001009021;110250001009;76,1392636216302;11;11; ;1;1;50;6;5;4;6;300,288888888889;8;534,18; ;1;2
110250001009031;110250001009;76,1392636216302;11;11; ;1;1;29;6;4;2;4;121,291666666667;3;322,4;2,5;1;1
110250001009041;110250001009;76,1392636216302;11;11; ;1;1;49;6;5;2;2;1308,54333333333;10;357,22;41,67;1;2
110250001009051;110250001009;76,1392636216302;11;11; ;1;1;35;7;5;1;4;217,136666666667;6;189,19; ;1;2
110250001009061;110250001009;76,1392636216302;11;11; ;1;1;55;6;4;2;4;205,5175;6;65,81;30;1;1
110250001009071;110250001009;76,1392636216302;11;11; ;1;2;58;6;3;3;6;161,716666666667;5;339,52; ;1;1
110250001009081;110250001009;76,1392636216302;11;11; ;1;2;69;6;1;1;3;167,07;5;66,82; ;1;1
110250001009091;110250001009;76,1392636216302;11;11; ;1;1;43;6;4;1;6;263,993055555556;7;443,02; ;1;1
110250001009101;110250001009;76,1392636216302;11;11; ;1;1;28;6;4;2;3;373,761111111111;9;315,7; ;1;2
110250001009111;110250001009;76,1392636216302;11;11; ;1;1;59;6;4;1;6;246,361111111111;7;710,01;6;1;2
110250001009121;110250001009;76,1392636216302;11;11; ;1;2;26;6;4;1;2;125,87;3;22,24; ;1;2
110250002003011;110250002003;76,1392636216303;11;11; ;1;1;75;6;3;1;2;107,021666666667;3;64,21; ;1;1
110250002003021;110250002003;76,1392636216303;11;11; ;1;1;58;6;3;2;4;142,863333333333;4;121,78; ;1;1
110250002003031;110250002003;76,1392636216303;11;11; ;1;2;65;6;3;1;1;87;2;263,43; ;1;1
110250002003041;110250002003;76,1392636216303;11;11; ;1;1;28;6;4;1;1;427,37;9;4; ;2;1
110250002003051;110250002003;76,1392636216303;11;11; ;1;2;57;6;3;4;6;213,816666666667;6;388,85; ;1;2
110250002003061;110250002003;76,1392636216303;11;11; ;1;1;72;6;3;3;3;273,9;7;95,23; ;1;2
110250002003071;110250002003;76,1392636216303;11;11; ;1;1;65;6;3;3;5;274,483333333333;7;296,86;116,84;1;1
110250002003081;110250002003;76,1392636216303;11;11; ;1;1;77;6;1;3;4;127,91375;3;180,66; ;1;1
110250002003091;110250002003;76,1392636216303;11;11; ;1;1;28;6;3;1;2;171,6;5;104,29; ;1;2
110250002003101;110250002003;76,1392636216303;11;11; ;1;1;28;6;4;2;4;195,209166666667;6;246,34; ;1;1
110250002003111;110250002003;76,1392636216303;11;11; ;1;1;20;6;4;1;3;274,856666666667;7;6,44; ;1;1
110250002003121;110250002003;76,1392636216303;11;11; ;1;1;25;6;4;2;4;207,659166666667;6;221,34;66,67;1;1
110250002008011;110250002008;76,1392636216303;11;11; ;1;1;41;6;5;2;5;702,449333333333;10;451;14;1;2
110250002008021;110250002008;76,1392636216303;11;11; ;1;1;48;6;4;3;8;98,89625;2;393,63; ;1;1
110250002008031;110250002008;76,1392636216303;11;11; ;1;1;70;6;5;2;2;604,83;10;229,12; ;1;2
110250002008041;110250002008;76,1392636216303;11;11; ;1;1;37;7;5;2;4;281,333333333333;8;322,85;137;1;2
110250002008051;110250002008;76,1392636216303;11;11; ;1;1;45;6;4;2;6;136,336111111111;4;217,28;20;1;2
110250002008061;110250002008;76,1392636216303;11;11; ;1;1;39;6;5;2;4;270,601666666667;7;225,92;32,83;1;2
110250002008071;110250002008;76,1392636216303;11;11; ;1;2;34;6;5;2;2;293,863333333333;8;74,72; ;1;2
110250002008081;110250002008;76,1392636216303;11;11; ;1;2;66;6;4;2;5;219,91;6;225,59;22;1;2
110250002008091;110250002008;76,1392636216303;11;11; ;1;1;45;6;5;2;5;142,019333333333;4;239,36;6;1;1
110250002008101;110250002008;76,1392636216303;11;11; ;1;1;57;6;5;2;4;473,718333333333;9;180,93;25;1;2
110250002008111;110250002008;76,1392636216303;11;11; ;1;1;52;6;5;1;3;1338,02888888889;10;291,17;47;1;2
110250002008121;110250002008;76,1392636216303;11;11; ;1;1;49;6;5;2;5;611,112;10;584,2;116,67;1;2
110250002009011;110250002009;91,3671163459563;11;11; ;1;2;74;6;3;3;5;409,947333333333;9;448,8; ;1;2
110250002009021;110250002009;91,3671163459563;11;11; ;1;2;48;6;5;2;5;446,598666666667;9;154,16;225,83;1;1
110250002009031;110250002009;91,3671163459563;11;11; ;1;1;54;6;5;2;2;1031,75;10;260,31;80;1;2
110250002009051;110250002009;91,3671163459563;11;11; ;1;1;59;6;5;2;5;247,744666666667;7;181,5;200;1;2
110250002009061;110250002009;91,3671163459563;11;11; ;1;1;29;6;3;1;4;158,2075;5;324,49;12;1;2
110250002009071;110250002009;91,3671163459563;11;11; ;1;1;43;6;5;2;5;161,346666666667;5;514,04;18;1;1
110250002009081;110250002009;91,3671163459563;11;11; ;1;1;29;6;4;1;4;76,7925;2;190,01;6;1;2
110250002009091;110250002009;91,3671163459563;11;11; ;1;1;16;6;4;1;1;286,43;8;9,01; ;1;2
110250002009111;110250002009;91,3671163459563;11;11; ;1;1;56;6;5;3;5;581,315666666667;10;517,68;184,17;1;2
110250002009121;110250002009;91,3671163459563;11;11; ;1;1;56;6;4;1;3;292,763333333333;8;265,67;2,5;1;2
110250003002011;110250003002;83,0610148599603;11;11; ;1;1;68;6;3;2;4;233,35;7;276,77; ;1;1
110250003002021;110250003002;83,0610148599603;11;11; ;1;1;47;6;4;2;4;296,8725;8;239,71;46;1;2
110250003002031;110250003002;83,0610148599603;11;11; ;1;1;58;6;5;2;2;816,633333333333;10;158,42; ;1;2
110250003002041;110250003002;83,0610148599603;11;11; ;1;1;39;6;5;2;5;268,354;7;373,04; ;1;1
110250003002051;110250003002;83,0610148599603;11;11; ;1;1;52;6;4;2;5;105,372;3;84,51;15;1;2
110250003002071;110250003002;83,0610148599603;11;11; ;1;2;66;6;3;1;2;85,56;2;56,31; ;1;1
110250003002081;110250003002;83,0610148599603;11;11; ;1;1;74;6;3;1;1;760,083333333333;10;127,83; ;1;1
110250003002091;110250003002;83,0610148599603;11;11; ;1;1;54;6;5;2;3;522,543055555556;9;155,26; ;1;2
110250003002101;110250003002;83,0610148599603;11;11; ;1;2;63;6;3;2;3;412,204444444444;9;273,74; ;1;2
110250003002111;110250003002;83,0610148599603;11;11; ;1;1;57;6;5;2;2;1674,76;10;45,05; ;1;2
110250003002121;110250003002;83,0610148599603;11;11; ;1;1;47;6;4;2;6;364,613888888889;8;421,02; ;1;2
110250999020011;110250999020;109,865195695134;11;11; ;2;1;51;6;3;2;2;245,755;7;97,09; ;3;1
110250999020021;110250999020;109,865195695134;11;11; ;2;1;61;6;3;3;5;122,940666666667;3;111,4;25;3;1
110250999020031;110250999020;109,865195695134;11;11; ;2;1;49;6;5;4;6;213,875555555556;6;216,16;6;2;1
110250999020041;110250999020;109,865195695134;11;11; ;2;1;49;6;5;3;5;224,558666666667;6;310,27; ;2;1
110250999020051;110250999020;109,865195695134;11;11; ;2;1;49;6;3;2;2;190,183333333333;6;71,2; ;2;1
110250999020061;110250999020;109,865195695134;11;11; ;2;2;40;6;4;3;6;95,7772222222222;2;151,89;21,67;2;1
110250999020071;110250999020;109,865195695134;11;11; ;2;1;47;6;4;3;6;65,8061111111111;1;102,32; ;2;1
110250999020081;110250999020;109,865195695134;11;11; ;2;1;69;6;2;5;5;154,0595;4;314,24; ;3;1
110250999020091;110250999020;109,865195695134;11;11; ;2;1;76;6;3;3;5;111,600666666667;3;251,53; ;3;1
110250999020101;110250999020;109,865195695134;11;11; ;2;1;85;6;3;3;4;119,40875;3;249,12;5;3;1
110250999020111;110250999020;109,865195695134;11;11; ;2;1;79;6;3;3;4;202,178125;6;282,42; ;2;1
110250999020121;110250999020;109,865195695134;11;11; ;2;1;44;6;3;3;6;273,243055555556;7;242,59; ;2;2
110251999007011;110251999007;109,865195695134;11;11; ;2;1;59;6;2;2;3;55,9861111111111;1;60,05; ;5;1
110251999007021;110251999007;109,865195695134;11;11; ;2;2;80;6;1;2;5;26,4263333333333;1;3; ;5;1
110251999007031;110251999007;109,865195695134;11;11; ;2;1;71;6;3;2;3;66,2297222222222;1;53,35; ;2;1
