Identif_hog;Identif_2010;Fexp_cen2010;Provincia;Dominio;Ciudad_Auto;Área;sexo;edad;etnia;instruccion;perceptor;numpers;ing_cor_per;dec_nac_per;d1;d10;VI15;NV05
010150001002011;010150001002;53,3074668671632;1;93;3;1;1;39;6;4;2;5;167,734666666667;5;200,61;100;1;2
010150001002021;010150001002;53,3074668671632;1;93;3;1;1;52;6;4;2;4;436,57;9;283,47;64,17;1;2
010150001002031;010150001002;53,3074668671632;1;93;3;1;1;77;6;3;2;2;85,125;2;70,69; ;1;1
010150001002041;010150001002;53,3074668671632;1;93;3;1;2;48;6;3;2;4;268,208333333333;7;187,72; ;1;1
010150001002051;010150001002;53,3074668671632;1;93;3;1;2;27;6;5;2;4;329,73;8;151,25;160;1;2
010150001002061;010150001002;53,3074668671632;1;93;3;1;1;80;6;1;2;2;117,3075;3;57,87; ;2;1
010150001002071;010150001002;53,3074668671632;1;93;3;1;1;37;6;3;1;4;147,2;4;156,11; ;3;2
010150001002081;010150001002;53,3074668671632;1;93;3;1;1;36;6;3;2;2;167,65;5;135,5; ;1;1
010150001002091;010150001002;53,3074668671632;1;93;3;1;1;51;6;3;3;5;272,531333333333;7;102,29; ;2;2
010150001002101;010150001002;53,3074668671632;1;93;3;1;1;31;6;3;1;4;424,001666666667;9;305,51;110;2;2
010150001002111;010150001002;53,3074668671632;1;93;3;1;2;54;6;4;3;4;249,584166666667;7;153,67; ;2;1
010150001002121;010150001002;53,3074668671632;1;93;3;1;1;64;6;3;3;6;590,992777777778;10;268,89;172,5;1;1
010150001012011;010150001012;53,3074668671632;1;93;3;1;2;76;6;1;1;1;261;7;51,52; ;1;1
010150001012021;010150001012;53,3074668671632;1;93;3;1;1;65;6;3;1;2;159,261666666667;5;70,4; ;2;1
010150001012031;010150001012;53,3074668671632;1;93;3;1;1;42;6;3;2;2;243,4;7;180,8; ;1;1
010150001012041;010150001012;53,3074668671632;1;93;3;1;1;39;6;4;1;4;408,290833333333;9;155,45;48,75;1;2
010150001012051;010150001012;53,3074668671632;1;93;3;1;1;16;6;3;2;3;123,28;3;112,86; ;1;1
010150001012061;010150001012;53,3074668671632;1;93;3;1;1;47;6;3;3;5;182,236666666667;5;192,74; ;2;1
010150001012071;010150001012;53,3074668671632;1;93;3;1;1;46;6;3;2;7;67,3015476190476;1;61,07; ;2;1
010150001012081;010150001012;53,3074668671632;1;93;3;1;1;59;6;3;2;2;214,795;6;84,1; ;1;1
010150001012091;010150001012;53,3074668671632;1;93;3;1;1;47;6;4;2;3;295,86;8;261,4; ;1;1
010150001012101;010150001012;53,3074668671632;1;93;3;1;1;70;6;3;3;4;259,955833333333;7;673,67;15;1;1
010150001012111;010150001012;53,3074668671632;1;93;3;1;1;41;6;3;2;5;107,232666666667;3;134,65; ;2;1
010150001012121;010150001012;53,3074668671632;1;93;3;1;1;43;6;4;2;4;685,803333333333;10;448,52;116,33;2;2
010150002002011;010150002002;53,3074668671632;1;93;3;1;2;93;6;1;2;3;37,4033333333333;1;65,36; ;1;1
010150002002021;010150002002;53,3074668671632;1;93;3;1;1;61;6;3;4;4;179,429166666667;5;103,55; ;1;1
010150002002031;010150002002;53,3074668671632;1;93;3;1;1;38;6;3;2;3;151,680833333333;4;95,23; ;1;2
010150002002041;010150002002;53,3074668671632;1;93;3;1;1;32;6;2;2;5;144,877666666667;4;42,21; ;5;2
010150002002051;010150002002;53,3074668671632;1;93;3;1;1;35;6;4;2;5;177,267333333333;5;140,11; ;1;2
010150002002061;010150002002;53,3074668671632;1;93;3;1;2;44;6;4;1;6;249,082222222222;7;208,84;199,59;1;2
010150002002071;010150002002;53,3074668671632;1;93;3;1;2;26;6;3;3;7;179,404761904762;5;159,12;278,5;1;2
010150002002081;010150002002;53,3074668671632;1;93;3;1;1;73;6;3;4;6;182,770833333333;5;67,14; ;1;2
010150002002091;010150002002;53,3074668671632;1;93;3;1;1;28;6;3;2;4;159,575;5;97,69;21,67;5;1
010150002002101;010150002002;53,3074668671632;1;93;3;1;2;39;6;4;1;3;231,16;7;110,35; ;1;1
010150002002111;010150002002;53,3074668671632;1;93;3;1;1;44;6;3;6;8;218,945833333333;6;169,22; ;1;2
010150002002121;010150002002;53,3074668671632;1;93;3;1;1;71;6;3;3;4;142,119791666667;4;214,12; ;1;1
010150002002122;010150002002;53,3074668671632;1;93;3;1;1;38;6;5;2;3;134,01;4;157,74; ;1;1
010150002003011;010150002003;53,3074668671632;1;93;3;1;2;64;6;3;4;5;189,202;6;166,24; ;2;2
010150002003021;010150002003;53,3074668671632;1;93;3;1;1;24;6;3;2;4;192,1525;6;95,09; ;5;2
010150002003031;010150002003;53,3074668671632;1;93;3;1;1;27;6;4;2;4;135,6225;4;54,08; ;2;2
010150002003041;010150002003;53,3074668671632;1;93;3;1;1;31;6;3;2;3;252,393333333333;7;207,18; ;2;2
010150002003051;010150002003;53,3074668671632;1;93;3;1;1;48;6;4;2;5;509,920333333333;9;84,45;,83;1;2
010150002003061;010150002003;53,3074668671632;1;93;3;1;1;30;6;3;1;4;90,415;2;84,13; ;5;1
010150002003071;010150002003;53,3074668671632;1;93;3;1;1;33;6;3;1;5;137,184;4;141,79; ;2;2
010150002003081;010150002003;53,3074668671632;1;93;3;1;2;69;6;3;3;5;235,126666666667;7;160,03;65;2;1
010150002003091;010150002003;53,3074668671632;1;93;3;1;1;54;6;3;4;6;160,583333333333;5;371,16; ;2;1
010150002003101;010150002003;53,3074668671632;1;93;3;1;1;51;6;3;3;7;71,1428571428571;1;210,09; ;2;2
010150002003111;010150002003;53,3074668671632;1;93;3;1;2;44;6;3;2;3;469,4825;9;247,02; ;2;2
010150002003121;010150002003;53,3074668671632;1;93;3;1;1;37;6;4;2;4;296,600833333333;8;105,42; ;1;1
010150002010011;010150002010;53,3074668671632;1;93;3;1;1;42;6;4;1;6;216,765;6;290,31; ;1;2
010150002010021;010150002010;53,3074668671632;1;93;3;1;1;55;6;5;3;5;534,210666666667;9;401,65;83,47;1;2
010150002010031;010150002010;53,3074668671632;1;93;3;1;2;45;6;3;3;5;74,1666666666667;1;73,2; ;1;1
010150002010032;010150002010;53,3074668671632;1;93;3;1;2;44;6;3;2;3;239,28;7;196,28; ;1;1
010150002010041;010150002010;53,3074668671632;1;93;3;1;1;56;6;5;2;3;678,155555555555;10;184,75; ;1;2
010150002010051;010150002010;53,3074668671632;1;93;3;1;1;55;6;5;1;4;223,115;6;194,93;77,67;1;2
010150002010061;010150002010;53,3074668671632;1;93;3;1;1;29;6;5;2;3;484,083333333333;9;83,14; ;1;2
010150002010071;010150002010;53,3074668671632;1;93;3;1;1;39;6;4;2;5;212,878833333333;6;252,34; ;1;2
010150002010081;010150002010;53,3074668671632;1;93;3;1;1;49;6;5;2;3;1485,94222222222;10;227,57;166,67;1;2
010150002010091;010150002010;53,3074668671632;1;93;3;1;1;65;6;3;3;4;261,479583333333;7;77,99;90;1;1
010150002010101;010150002010;53,3074668671632;1;93;3;1;1;29;6;5;2;2;1035,71;10;193,63;100;1;2
010150002010111;010150002010;53,3074668671632;1;93;3;1;2;27;6;5;1;2;535,8;9; ;130;1;1
010150002010121;010150002010;53,3074668671632;1;93;3;1;1;47;6;5;3;5;325,354;8;167,16;113,33;1;2
010150003003011;010150003003;53,3074668671632;1;93;3;1;2;44;6;1;1;2;229,585;7;162,3; ;1;1
010150003003021;010150003003;53,3074668671632;1;93;3;1;2;46;6;1;2;3;181,765555555556;5;78,82; ;2;1
010150003003031;010150003003;53,3074668671632;1;93;3;1;1;46;6;3;2;4;234,399166666667;7;330,1; ;1;1
010150003003041;010150003003;53,3074668671632;1;93;3;1;1;50;6;3;4;7;124,286428571429;3;175,12;70;2;1
010150003003051;010150003003;53,3074668671632;1;93;3;1;1;46;6;4;4;8;186,238333333333;6;232,55; ;2;1
010150003003061;010150003003;53,3074668671632;1;93;3;1;1;42;6;3;5;9;129,048888888889;4;417,62; ;2;1
010150003003071;010150003003;53,3074668671632;1;93;3;1;2;62;6;4;2;3;354,778888888889;8;29,53;73,33;1;1
010150003003081;010150003003;53,3074668671632;1;93;3;1;1;53;6;3;3;4;184,254166666667;5;69,07;23,75;2;1
010150003003091;010150003003;53,3074668671632;1;93;3;1;1;62;6;2;4;6;108,526944444444;3;161,39; ;2;1
010150003003101;010150003003;53,3074668671632;1;93;3;1;2;86;6;3;1;3;173,394722222222;5;88,04; ;2;1
010150003003111;010150003003;53,3074668671632;1;93;3;1;2;50;6;3;2;3;137,223888888889;4;205,7; ;1;1
010150003003121;010150003003;53,3074668671632;1;93;3;1;2;36;6;4;2;4;218,94;6;142,7;116,83;2;2
010150003004011;010150003004;53,3074668671632;1;93;3;1;1;23;6;4;2;8;83,625;2;150,88; ;2;1
010150003004021;010150003004;53,3074668671632;1;93;3;1;1;40;6;5;1;7;54,1190476190476;1;107,04;11,67;2;1
010150003004031;010150003004;53,3074668671632;1;93;3;1;1;46;7;5;2;4;419,7525;9;716,54;294,66;1;2
010150003004041;010150003004;53,3074668671632;1;93;3;1;2;54;6;1;4;6;152,805555555556;4;229,07; ;2;1
010150003004051;010150003004;53,3074668671632;1;93;3;1;2;52;6;3;2;4;399,438333333333;9;250,97;80,08;1;2
010150003004061;010150003004;53,3074668671632;1;93;3;1;1;63;6;3;4;5;372,324666666667;9;39,09; ;1;2
010150003004071;010150003004;53,3074668671632;1;93;3;1;1;45;6;3;1;6;142,845;4;326,49; ;1;2
010150003004081;010150003004;53,3074668671632;1;93;3;1;2;50;6;3;1;3;252,706666666667;7;198,19;58,33;2;2
010150003004091;010150003004;53,3074668671632;1;93;3;1;1;48;6;4;2;5;344,826666666667;8;209,1;239,34;1;2
010150003004101;010150003004;53,3074668671632;1;93;3;1;1;43;6;5;2;5;883,076666666667;10;530,21;300,01;1;2
010150003004111;010150003004;53,3074668671632;1;93;3;1;1;43;6;4;1;3;924,723333333333;10;177,36;53,33;1;2
010150003004121;010150003004;53,3074668671632;1;93;3;1;1;33;6;5;2;3;2069,69555555556;10;13,51;156,67;1;2
010150003010011;010150003010;53,3074668671632;1;93;3;1;1;26;6;4;2;3;257,471111111111;7;114,09; ;1;2
010150003010021;010150003010;53,3074668671632;1;93;3;1;2;44;7;5;1;4;556,616666666667;10;342,54;440,5;1;2
010150003010031;010150003010;53,3074668671632;1;93;3;1;2;52;6;4;2;3;205,718888888889;6;253,34; ;1;1
010150003010041;010150003010;53,3074668671632;1;93;3;1;1;43;6;5;2;5;271,001333333333;7;178,46;61,42;1;1
010150003010051;010150003010;53,3074668671632;1;93;3;1;2;57;6;2;2;3;286,844444444444;8;73,46; ;1;2
010150003010061;010150003010;53,3074668671632;1;93;3;1;1;24;6;5;2;2;601,796666666667;10;96,33; ;1;2
010150003010071;010150003010;53,3074668671632;1;93;3;1;1;33;6;3;2;4;102,838333333333;2;95,18; ;1;2
010150003010081;010150003010;53,3074668671632;1;93;3;1;2;44;6;5;1;3;272,332222222222;7;106,3; ;1;2
010150003010091;010150003010;53,3074668671632;1;93;3;1;1;60;6;5;3;4;70,535;1;272,67;50;1;2
010150003010101;010150003010;53,3074668671632;1;93;3;1;1;47;6;5;4;4;724,200833333333;10;232,63;258,34;1;2
010150003010111;010150003010;53,3074668671632;1;93;3;1;2;55;6;4;1;2;290,545;8;49,11;129,16;1;1
010150003010121;010150003010;53,3074668671632;1;93;3;1;1;52;6;5;2;4;526,150833333333;9;114,27;67;1;2
010150004006011;010150004006;53,3074668671632;1;93;3;1;1;56;7;5;3;5;651,384;10;307,17;302;1;2
010150004006021;010150004006;53,3074668671632;1;93;3;1;1;57;6;5;3;4;452,405833333333;9;403,74;30;1;2
010150004006031;010150004006;53,3074668671632;1;93;3;1;1;26;6;5;2;2;376,943333333333;9;74,31; ;1;2
010150004006041;010150004006;53,3074668671632;1;93;3;1;1;26;6;4;2;4;240,715833333333;7;73,92;37,92;1;2
010150004006051;010150004006;53,3074668671632;1;93;3;1;1;28;6;5;2;3;669,767777777778;10;107,17;94,17;1;2
010150004006061;010150004006;53,3074668671632;1;93;3;1;1;21;6;4;2;2;478,5175;9;115,88; ;1;2
010150004006071;010150004006;53,3074668671632;1;93;3;1;1;35;6;4;1;5;109,099333333333;3;128,35; ;1;2
010150004006081;010150004006;53,3074668671632;1;93;3;1;1;30;6;5;2;4;343,5;8;211,19;106,67;1;2
010150004006091;010150004006;53,3074668671632;1;93;3;1;2;43;6;5;1;2;900,625;10;81,83;196,67;1;2
010150004006101;010150004006;53,3074668671632;1;93;3;1;2;47;6;5;1;3;366,452222222222;8;82,46;191,67;1;2
010150004006111;010150004006;53,3074668671632;1;93;3;1;1;35;6;5;2;4;348,65;8;258,31;37,58;1;2
010150004006121;010150004006;53,3074668671632;1;93;3;1;2;36;6;5;1;2;718,186666666667;10;80,16;150,17;1;2
010150005003011;010150005003;53,3074668671632;1;93;3;1;1;30;6;5;2;6;324,443333333333;8;203,41;76,67;5;2
010150005003021;010150005003;53,3074668671632;1;93;3;1;1;41;6;3;2;8;80,9375;2;221,66;1,21;1;1
010150005003031;010150005003;53,3074668671632;1;93;3;1;2;69;6;3;5;6;130,325;4;273,33; ;1;1
010150005003041;010150005003;53,3074668671632;1;93;3;1;1;34;6;3;2;6;89,8333333333333;2;254,66; ;1;1
010150005003051;010150005003;53,3074668671632;1;93;3;1;2;44;6;4;1;3;276,778888888889;7;100,71; ;1;2
010150005003061;010150005003;53,3074668671632;1;93;3;1;1;31;6;3;2;4;101,3325;2;64,9; ;1;1
010150005003071;010150005003;53,3074668671632;1;93;3;1;1;75;6;1;2;3;152,994444444444;4;83,44; ;1;2
010150005003081;010150005003;53,3074668671632;1;93;3;1;1;41;6;4;2;5;347,424666666667;8;177,65;41,67;1;2
010150005003091;010150005003;53,3074668671632;1;93;3;1;2;45;6;3;2;5;208,334;6;615,2; ;1;1
010150005003101;010150005003;53,3074668671632;1;93;3;1;2;78;6;1;1;1;86,2716666666667;2;2,6; ;5;1
010150005003111;010150005003;53,3074668671632;1;93;3;1;2;41;6;4;1;2;129,511666666667;4;116,1; ;1;1
010150005003121;010150005003;53,3074668671632;1;93;3;1;1;32;6;4;2;5;73,586;1;119,47; ;1;2
010150005009021;010150005009;71,0766224895509;1;93;3;1;1;27;6;5;2;3;1554,26111111111;10;95,67;733,33;1;2
010150005009031;010150005009;71,0766224895509;1;93;3;1;1;68;6;5;2;2;1343,70166666667;10;91,67; ;1;2
010150005009041;010150005009;71,0766224895509;1;93;3;1;1;62;7;5;1;1;3837,70666666667;10;9,65;583,33;1;2
010150005009051;010150005009;71,0766224895509;1;93;3;1;1;38;6;5;1;2;597,133333333333;10;109,9; ;1;2
010150005009071;010150005009;71,0766224895509;1;93;3;1;1;57;6;5;1;2;913,425;10;197,69; ;1;2
010150005009081;010150005009;71,0766224895509;1;93;3;1;1;64;7;4;2;2;630,18;10;158,63; ;1;2
010150005009101;010150005009;71,0766224895509;1;93;3;1;1;73;7;4;1;2;3416,23;10;326,77; ;1;2
010150005009111;010150005009;71,0766224895509;1;93;3;1;1;63;7;5;3;3;1072,64;10;411,38;300;1;2
010150005009121;010150005009;71,0766224895509;1;93;3;1;2;44;6;5;1;3;1747,86222222222;10;424,69;320;1;2
010150006001011;010150006001;53,3074668671632;1;93;3;1;1;35;6;3;2;4;190,975;6;189,13;32,92;1;2
010150006001021;010150006001;53,3074668671632;1;93;3;1;1;38;6;4;1;5;219,319333333333;6;149,42; ;1;2
010150006001031;010150006001;53,3074668671632;1;93;3;1;1;75;6;3;3;3;340,454444444444;8;77,09; ;1;2
010150006001041;010150006001;53,3074668671632;1;93;3;1;1;40;6;4;4;7;218,29;6;304,67;17,92;1;1
010150006001051;010150006001;53,3074668671632;1;93;3;1;1;36;6;4;2;4;479,981666666667;9;136,03;42;1;2
010150006001061;010150006001;53,3074668671632;1;93;3;1;2;49;6;3;3;4;450,951666666667;9;108,41; ;1;1
010150006001071;010150006001;53,3074668671632;1;93;3;1;2;35;6;5;1;3;124,936666666667;3;56,91; ;1;1
010150006001081;010150006001;53,3074668671632;1;93;3;1;1;32;6;5;2;4;453,629166666667;9;80,12;91,33;1;2
010150006001091;010150006001;53,3074668671632;1;93;3;1;1;46;6;5;1;3;89,4944444444445;2;139,89; ;1;1
010150006001101;010150006001;53,3074668671632;1;93;3;1;1;35;6;5;2;5;479,991333333333;9;451,17;225;1;2
010150006001111;010150006001;53,3074668671632;1;93;3;1;1;36;6;4;2;7;129,44;4;70,85;40;1;2
010150006001121;010150006001;53,3074668671632;1;93;3;1;1;36;6;3;2;4;92,1575;2;146,77;62,5;1;1
010150006006011;010150006006;53,3074668671632;1;93;3;1;1;57;6;3;5;8;180,100416666667;5;262,29;12,92;1;1
010150006006021;010150006006;53,3074668671632;1;93;3;1;2;43;6;2;1;3;162,055833333333;5;19,94;5,67;1;2
010150006006031;010150006006;53,3074668671632;1;93;3;1;1;45;6;3;4;13;197,167692307692;6;332,18; ;1;1
010150006006041;010150006006;53,3074668671632;1;93;3;1;1;64;7;4;4;8;256,360833333333;7;255,17;26,67;1;2
010150006006051;010150006006;53,3074668671632;1;93;3;1;2;53;6;4;3;4;322,657083333333;8;266,25;100;1;2
010150006006061;010150006006;53,3074668671632;1;93;3;1;2;55;6;3;3;5;151,297333333333;4;110,96; ;1;2
010150006006071;010150006006;53,3074668671632;1;93;3;1;1;61;6;3;5;6;182,569444444444;5;249,78;71,67;1;1
010150006006072;010150006006;53,3074668671632;1;93;3;1;1;21;6;3;1;3;136,29;4;27,05; ;1;2
010150006006081;010150006006;53,3074668671632;1;93;3;1;1;44;6;3;2;5;143,65;4;240,67;40,41;1;1
010150006006091;010150006006;53,3074668671632;1;93;3;1;1;38;6;3;2;4;82,7675;2;231,91; ;1;1
010150006006101;010150006006;53,3074668671632;1;93;3;1;2;67;6;3;2;5;187,548666666667;6;67,15; ;1;1
010150006006111;010150006006;53,3074668671632;1;93;3;1;2;46;6;4;1;2;314,295;8;15,87; ;1;2
010150006006121;010150006006;53,3074668671632;1;93;3;1;1;29;6;5;2;3;411,676666666667;9;200,58; ;1;2
010150007008011;010150007008;53,3074668671632;1;93;3;1;2;48;6;3;5;7;145,358571428571;4;185,48; ;1;1
010150007008021;010150007008;53,3074668671632;1;93;3;1;1;66;6;5;3;5;358,633333333333;8;328,96; ;1;1
010150007008031;010150007008;53,3074668671632;1;93;3;1;2;36;6;5;4;6;362,025555555556;8;219,2;126,67;1;2
010150007008041;010150007008;53,3074668671632;1;93;3;1;1;67;6;5;1;2;145,001666666667;4;81,52; ;1;2
010150007008051;010150007008;53,3074668671632;1;93;3;1;2;62;6;4;2;2;506,85;9;249,48; ;1;2
010150007008061;010150007008;53,3074668671632;1;93;3;1;1;47;6;4;2;2;359,17;8;139,69; ;1;2
010150007008071;010150007008;53,3074668671632;1;93;3;1;1;51;6;4;2;3;498,452222222222;9;45,3;6,94;1;2
010150007008081;010150007008;53,3074668671632;1;93;3;1;1;41;6;5;2;4;802,02;10;263,74;161,67;1;2
010150007008091;010150007008;53,3074668671632;1;93;3;1;2;98;7;4;4;4;721,599166666667;10;54,06; ;1;2
010150007008101;010150007008;53,3074668671632;1;93;3;1;1;40;6;5;2;4;592,455833333333;10;311,94;200;1;2
010150007008111;010150007008;53,3074668671632;1;93;3;1;1;34;6;4;2;4;301,835;8;246,71;47,92;1;2
010150007008112;010150007008;53,3074668671632;1;93;3;1;2;24;6;5;1;1;447,58;9;80,28; ;1;2
010150007008121;010150007008;53,3074668671632;1;93;3;1;1;38;6;5;2;4;381,280833333333;9;351,97;152,75;1;2
010150008004011;010150008004;53,3074668671632;1;93;3;1;1;50;6;5;2;5;221,126666666667;6;226,23;25,83;1;1
010150008004021;010150008004;53,3074668671632;1;93;3;1;1;55;6;4;3;5;524,144;9;337,82;72,5;1;2
010150008004031;010150008004;53,3074668671632;1;93;3;1;1;58;6;5;3;4;1032,568125;10;347,27; ;1;2
010150008004041;010150008004;53,3074668671632;1;93;3;1;1;57;6;5;2;5;839,808666666667;10;378,97;691,17;1;2
010150008004051;010150008004;53,3074668671632;1;93;3;1;1;90;6;3;1;2;541,276666666667;9;229,79; ;1;2
010150008004061;010150008004;53,3074668671632;1;93;3;1;1;30;6;4;2;4;164,5;5;135,9; ;1;2
010150008004071;010150008004;53,3074668671632;1;93;3;1;1;84;6;1;1;2;161,25;5;68,85; ;1;1
010150008004081;010150008004;53,3074668671632;1;93;3;1;1;31;6;5;2;4;315,249166666667;8;130,15;156,66;1;2
010150008004091;010150008004;53,3074668671632;1;93;3;1;1;67;6;1;2;3;171,501111111111;5;166,27; ;1;1
010150008004101;010150008004;53,3074668671632;1;93;3;1;2;49;6;3;4;6;144,111666666667;4;171,56;317,5;1;2
010150008004111;010150008004;53,3074668671632;1;93;3;1;1;48;6;5;1;4;429,771666666667;9;83,5;277,5;1;2
010150008004121;010150008004;53,3074668671632;1;93;3;1;1;29;6;5;1;1;568,01;10;6,87;60;1;2
010150008007011;010150008007;58,1536002187235;1;93;3;1;2;36;6;5;2;3;208,242222222222;6;90,23;20;1;2
010150008007021;010150008007;58,1536002187235;1;93;3;1;2;74;6;4;3;4;386,333333333333;9;160,54; ;1;1
010150008007031;010150008007;58,1536002187235;1;93;3;1;1;24;6;5;2;2;606,136666666667;10;130,83; ;1;2
010150008007041;010150008007;58,1536002187235;1;93;3;1;1;82;6;5;5;8;357,622083333333;8;266,51; ;1;2
010150008007051;010150008007;58,1536002187235;1;93;3;1;2;39;6;4;2;4;115,625;3;135,84; ;1;2
010150008007061;010150008007;58,1536002187235;1;93;3;1;1;26;6;5;3;5;120,252;3;146,1; ;1;1
010150008007071;010150008007;58,1536002187235;1;93;3;1;1;71;6;5;2;2;1068,62333333333;10;266,22; ;1;2
010150008007081;010150008007;58,1536002187235;1;93;3;1;2;44;6;4;1;1;1130,17333333333;10;49,55;141,67;1;2
010150008007091;010150008007;58,1536002187235;1;93;3;1;1;46;6;4;3;5;181,775333333333;5;174,09;102,5;1;2
010150008007111;010150008007;58,1536002187235;1;93;3;1;1;68;6;5;1;2;243,105;7;148,23; ;1;1
010150008007121;010150008007;58,1536002187235;1;93;3;1;1;49;6;5;1;3;320,288888888889;8;59,21;114,58;1;1
010150008009011;010150008009;63,9689602405958;1;93;3;1;1;59;6;4;2;3;799,821111111111;10;56,77; ;1;2
010150008009021;010150008009;63,9689602405958;1;93;3;1;1;47;6;3;3;4;272,18;7;202,29; ;1;2
010150008009031;010150008009;63,9689602405958;1;93;3;1;1;43;6;4;2;6;190,42;6;399,42; ;1;1
010150008009041;010150008009;63,9689602405958;1;93;3;1;2;37;6;4;2;4;234,048333333333;7;59,51; ;1;2
010150008009051;010150008009;63,9689602405958;1;93;3;1;1;54;6;5;1;4;228,4525;7;228,04;75;1;2
010150008009061;010150008009;63,9689602405958;1;93;3;1;2;40;6;5;1;1;971,5;10;55,35; ;1;2
010150008009081;010150008009;63,9689602405958;1;93;3;1;1;60;6;5;2;2;750,451666666667;10;33,97;88,34;1;2
010150008009101;010150008009;63,9689602405958;1;93;3;1;1;42;6;4;3;7;116,278095238095;3;127,78; ;1;1
010150008009111;010150008009;63,9689602405958;1;93;3;1;2;42;6;5;1;2;396,563333333333;9;86,75;98,17;1;2
010150008009121;010150008009;63,9689602405958;1;93;3;1;1;70;6;4;2;2;184,796666666667;5;23,73; ;1;1
010150009001011;010150009001;53,3074668671632;1;93;3;1;2;80;6;1;1;1;97,8816666666667;2;14,78; ;5;1
010150009001021;010150009001;53,3074668671632;1;93;3;1;1;42;6;5;1;5;254,403333333333;7;243,47;20;1;2
010150009001031;010150009001;53,3074668671632;1;93;3;1;1;81;6;3;1;3;68,9433333333333;1;39,71; ;1;2
010150009001041;010150009001;53,3074668671632;1;93;3;1;1;36;6;4;1;4;201,2;6;134,63;9,58;1;2
010150009001051;010150009001;53,3074668671632;1;93;3;1;2;50;6;5;2;3;390,81;9;89,93;65;1;1
010150009001061;010150009001;53,3074668671632;1;93;3;1;2;55;6;1;3;8;79,645;2;344,27; ;2;1
010150009001071;010150009001;53,3074668671632;1;93;3;1;1;58;6;3;4;9;255,991111111111;7;389,38;29,17;1;2
010150009001081;010150009001;53,3074668671632;1;93;3;1;2;44;6;3;2;3;139,01;4;99,15;31,67;1;1
010150009001091;010150009001;53,3074668671632;1;93;3;1;1;26;6;3;2;6;77,205;2;166,22; ;1;1
010150009001101;010150009001;53,3074668671632;1;93;3;1;1;41;6;4;2;6;110,093333333333;3;103,75;45,86;2;2
010150009001111;010150009001;53,3074668671632;1;93;3;1;1;49;6;3;4;8;123,32625;3;121,42; ;2;2
010150009001121;010150009001;53,3074668671632;1;93;3;1;1;27;6;5;2;3;304,37;8;55,4; ;2;1
010150009006011;010150009006;53,3074668671632;1;93;3;1;2;51;6;4;2;3;95,5566666666667;2;160,77; ;1;1
010150009006021;010150009006;53,3074668671632;1;93;3;1;2;30;6;4;1;3;120,28;3;114,14; ;1;1
010150009006031;010150009006;53,3074668671632;1;93;3;1;1;47;6;4;3;3;244,281111111111;7;160,95; ;1;1
010150009006041;010150009006;53,3074668671632;1;93;3;1;2;93;6;1;1;1;222,81;6; ; ;1;2
010150009006051;010150009006;53,3074668671632;1;93;3;1;2;39;6;3;3;3;201,836666666667;6;162,6;33,33;1;1
010150009006061;010150009006;53,3074668671632;1;93;3;1;1;69;6;3;1;2;346,665;8;96,38; ;1;2
010150009006071;010150009006;53,3074668671632;1;93;3;1;1;40;6;3;1;2;287,56;8;44,61; ;1;2
010150009006081;010150009006;53,3074668671632;1;93;3;1;1;47;6;4;2;3;101,306666666667;2;184,59; ;1;1
010150009006091;010150009006;53,3074668671632;1;93;3;1;1;40;6;4;2;5;229,128666666667;7;110,67;67;1;1
010150009006101;010150009006;53,3074668671632;1;93;3;1;1;39;6;4;1;5;150;4;183,22;102,25;1;1
010150009006111;010150009006;53,3074668671632;1;93;3;1;1;48;6;3;3;5;200,778;6;246,93;122,92;1;2
010150009006121;010150009006;53,3074668671632;1;93;3;1;2;65;6;1;4;5;215,812666666667;6;109,22;40;1;2
010150009007011;010150009007;53,3074668671632;1;93;3;1;1;76;6;3;4;4;180,3925;5;73,89; ;1;1
010150009007021;010150009007;53,3074668671632;1;93;3;1;1;51;6;5;3;4;386,8125;9;390,09;129,58;1;2
010150009007031;010150009007;53,3074668671632;1;93;3;1;1;44;6;5;2;4;207,674166666667;6;83,47;67,5;1;1
010150009007041;010150009007;53,3074668671632;1;93;3;1;2;47;6;4;1;2;1107,2;10;191,82; ;1;2
010150009007042;010150009007;53,3074668671632;1;93;3;1;1;33;6;4;2;4;354,866666666667;8;207,78;5;1;2
010150009007051;010150009007;53,3074668671632;1;93;3;1;1;51;6;5;2;6;666,057777777778;10;188,18;569,75;1;2
010150009007061;010150009007;53,3074668671632;1;93;3;1;1;58;6;3;4;4;173,12;5;112,6;228,33;2;1
010150009007071;010150009007;53,3074668671632;1;93;3;1;1;40;6;4;2;7;93,8995238095238;2;141,9; ;1;2
010150009007081;010150009007;53,3074668671632;1;93;3;1;1;51;6;4;2;3;412,468888888889;9;118,8;87,08;1;2
010150009007091;010150009007;53,3074668671632;1;93;3;1;1;32;6;4;1;1;427;9;19,33; ;1;2
010150009007101;010150009007;53,3074668671632;1;93;3;1;2;65;6;3;1;1;188,833333333333;6;32,38; ;1;1
010150009007111;010150009007;53,3074668671632;1;93;3;1;1;30;6;3;2;4;171,070833333333;5;71,68; ;1;2
010150009007121;010150009007;53,3074668671632;1;93;3;1;1;61;6;3;6;9;310,113333333333;8;18,71; ;1;1
010150009012011;010150009012;53,3074668671632;1;93;3;1;1;51;6;4;1;3;115,556666666667;3;165,43; ;1;1
010150009012021;010150009012;53,3074668671632;1;93;3;1;1;40;6;5;2;4;380,8275;9;136,69;179;1;2
