distrito,muni,localida,pobtotal,vp,vpcontv
18,4,1,1774,380,226
18,4,2,458,79,22
18,4,3,244,37,13
18,4,4,94,15,7
18,4,5,19,4,0
18,4,6,87,13,3
18,4,7,27,4,2
18,5,1,713,145,18
18,5,2,165,28,0
18,5,3,245,47,4
18,5,4,267,53,2
18,5,5,117,20,2
18,5,6,220,38,0
18,5,7,112,22,0
18,5,8,110,25,0
18,5,9,110,18,0
18,5,10,21,4,0
18,5,11,15,4,0
18,6,1,8333,1887,1508
18,6,2,8,3,3
18,6,3,44,11,9
18,6,4,18,5,3
18,6,5,19,4,3
18,6,6,28,6,4
18,6,7,20,3,1
18,7,1,1222,318,196
18,7,2,234,75,33
18,7,3,99,23,12
18,7,4,428,116,56
18,8,1,1750,417,334
18,9,1,1226,276,145
18,9,2,514,118,73
18,9,3,509,95,2
18,9,4,859,180,119
18,9,5,69,14,2
18,9,6,40,7,0
18,9,7,11,3,1
18,9,8,50,10,2
18,9,9,10,3,1
18,9,10,23,4,0
18,10,1,2567,590,434
18,10,2,403,96,60
18,10,3,535,137,119
18,10,4,13,4,3
18,10,5,15,4,3
18,10,6,14,3,1
18,11,1,1177,215,151
18,12,1,5029,1103,813
18,12,2,389,93,53
18,12,3,74,13,3
18,12,4,21,6,0
18,12,5,51,12,7
18,12,6,33,8,4
18,13,1,9498,2124,1771
18,13,2,289,64,49
18,13,3,970,217,162
18,13,4,697,125,60
18,13,5,519,119,15
18,13,6,344,77,6
18,13,7,865,183,103
18,13,8,417,87,4
18,13,9,154,25,4
18,13,10,1246,322,268
18,13,11,210,39,19
18,13,12,201,37,1
18,13,13,54,10,0
18,13,14,13,3,0
18,13,15,376,68,16
18,13,16,76,14,0
18,13,17,101,21,9
18,13,18,154,28,14
18,13,19,12,3,0
18,13,20,51,6,3
18,13,21,146,33,2
18,13,22,23,4,0
18,13,23,40,8,6
18,13,24,22,4,3
18,13,25,51,14,11
18,13,26,21,3,2
18,13,27,64,13,6
18,13,28,28,6,4
18,13,29,98,22,2
18,13,30,61,14,2
19,1,1,10227,2218,1944
19,1,2,644,139,127
19,1,3,232,52,32
19,1,4,32,7,5
19,1,5,500,107,51
19,1,6,295,61,44
19,1,7,13,3,3
19,1,8,106,25,19
19,1,9,46,10,6
19,1,10,30,7,4
19,1,11,148,30,21
19,1,12,48,11,6
19,1,13,11,3,0
19,1,14,113,25,21
19,1,15,32,8,3
19,1,16,41,10,2
19,1,17,245,48,4
19,1,18,32,6,4
19,2,1,251846,59329,53352
19,2,2,2669,554,418
19,2,3,74,13,6
19,2,4,19,3,0
19,2,5,233,53,37
19,2,6,50,8,7
19,2,7,148,34,26
19,2,8,79,18,14
19,2,9,80,16,8
19,2,10,138,28,20
19,2,11,10,3,3
19,2,12,134,37,36
19,2,13,65,12,2
19,2,14,15,5,3
19,2,15,55,10,4
19,2,16,317,65,58
19,2,17,14,4,3
19,2,18,94,19,12
19,2,19,13,3,1
19,2,20,8,3,1
19,2,21,18,4,0
19,2,22,19,6,6
19,2,23,20,4,2
19,2,24,12,4,0
19,3,1,4668,1009,850
19,3,2,106,23,9
19,3,3,101,19,4
19,3,4,75,14,4
19,3,5,20,5,4
19,4,1,2974,584,465
19,4,2,186,39,22
19,4,3,17,3,2
19,4,4,79,13,9
19,4,5,20,5,3
19,4,6,111,20,16
19,5,1,3443,812,766
19,5,2,23,5,4
19,5,3,92,18,16
19,5,4,28,9,8
19,5,5,19,5,4
19,5,6,16,4,4
19,5,7,50,10,7
19,5,8,73,13,7
19,5,9,43,10,7
19,5,10,85,14,14
19,5,11,17,3,2
19,5,12,11,3,2
19,6,1,968,235,179
19,6,2,31,5,4
19,6,3,200,37,7
19,6,4,42,10,9
19,6,5,44,11,5
19,6,6,92,22,14
19,7,1,14866,3103,2664
19,7,2,92,17,12
19,7,3,34,9,5
19,7,4,106,18,11
19,7,5,10,3,1
19,7,6,41,8,4
19,7,7,112,31,7
19,8,1,2954,663,569
19,8,2,1450,263,246
19,8,3,162,32,22
19,8,4,25,4,1
19,8,5,13,4,4
19,8,6,97,21,13
19,8,7,39,7,2
19,9,1,8343,1901,1696
19,10,1,2797,567,531
19,10,2,80,18,9
19,10,3,10,3,3
19,11,1,2254,465,320
19,11,2,262,64,47
19,11,3,228,43,37
19,11,4,248,51,20
19,11,5,159,37,31
19,11,6,111,26,13
19,11,7,269,59,38
19,11,8,20,5,1
19,11,9,38,8,4
19,12,1,1556,360,304
19,12,2,8,3,0
19,13,1,3147,688,635
19,13,2,11642,2905,2851
19,13,3,241,53,24
19,13,4,656,210,9
19,14,1,5621,1307,1248
19,14,2,836,195,154
19,15,1,46494,10247,8674
19,15,2,999,217,191
19,15,3,663,143,109
19,15,4,805,159,113
19,15,5,1760,356,318
19,15,6,569,125,70
19,15,7,517,113,93
19,15,8,121,27,24
19,15,9,73,14,3
19,15,10,86,19,10
19,15,11,120,27,18
19,15,12,75,15,8
19,15,13,34,8,1
19,15,14,106,21,12
19,15,15,50,11,9
19,15,16,45,10,4
19,15,17,14,4,3
19,15,18,27,5,0
19,15,19,21,7,2
19,15,20,64,18,5
19,15,21,73,16,5
19,15,22,28,5,1
19,15,23,39,9,4
19,15,24,23,6,4
19,16,1,40549,9268,8348
19,16,2,2764,632,590
19,16,3,353,81,75
19,16,4,407,92,79
19,16,5,290,64,43
19,17,1,13433,2851,2305
19,17,2,177,44,36
19,17,3,700,149,124
19,17,4,415,106,88
19,17,5,206,42,29
19,17,6,53,13,11
19,17,7,503,118,72
19,17,8,40,10,8
19,17,9,20,3,2
19,17,10,40,9,7
19,17,11,26,6,6
19,17,12,97,20,8
19,17,13,25,6,1
19,18,1,1512,326,282
19,18,2,54,11,9
19,18,3,15,3,3
19,18,4,16,5,2
19,18,5,20,6,5
19,18,6,36,10,9
19,19,1,6824,1619,1530
19,19,2,396,91,89
19,19,3,37,10,10
19,19,4,15,4,1
19,20,1,2367,519,431
19,20,2,182,44,28
19,20,3,19,6,6
19,20,4,203,42,38
19,20,5,24,4,2
19,20,6,29,6,5
19,21,1,6242,1296,1086
19,21,2,28,5,0
19,21,3,36,7,3
19,21,4,13,3,1
19,21,5,61,10,1
19,21,6,22,7,7
19,21,7,27,6,5
19,21,8,117,25,19
19,21,9,54,13,9
19,21,10,17,5,4
19,21,11,25,5,5
19,21,12,7,3,3
19,21,13,41,7,3
19,21,14,49,14,14
19,21,15,9,3,2
19,21,16,20,5,4
20,1,1,3582,629,330
20,1,2,22,5,2
20,2,1,1036,261,229
20,2,2,25,5,5
20,3,1,2688,523,302
20,3,2,24,5,2
20,3,3,13,4,1
20,4,1,4981,956,257
20,4,2,56,9,0
20,4,3,37,8,0
20,4,4,69,12,0
20,4,5,250,42,1
20,4,6,3125,602,138
20,4,7,727,146,55
20,4,8,145,29,0
20,4,9,36,7,1
20,4,10,41,4,0
20,4,11,64,13,4
20,4,12,112,23,3
20,4,13,84,13,0
20,4,14,15,3,0
20,4,15,29,6,0
20,5,1,1669,359,287
20,5,2,20,5,5
20,5,3,28,7,0
20,5,4,10,3,1
20,5,5,17,4,1
20,5,6,10,3,2
20,5,7,29,6,0
20,6,1,1350,347,120
20,7,1,2859,566,438
20,7,2,30,4,3
20,7,3,22,4,1
20,8,1,2817,657,472
20,9,1,1402,321,102
20,9,2,296,64,15
20,9,3,159,34,19
20,9,4,489,101,55
20,9,5,19,6,0
20,9,6,24,3,2
20,9,7,30,4,1
20,9,8,14,3,0
20,9,9,20,3,1
20,9,10,32,6,1
20,9,11,32,4,3
20,9,12,37,9,2
20,9,13,33,8,0
20,10,1,1941,388,283
20,11,1,7158,1489,1095
20,11,2,196,38,21
20,11,3,606,167,21
20,11,4,624,126,95
20,11,5,1302,241,101
20,11,6,576,138,56
20,11,7,15,3,0
20,12,1,2142,440,59
20,12,2,117,24,0
20,12,3,105,21,0
20,12,4,106,20,0
20,12,5,96,18,0
20,12,6,91,17,0
20,12,7,148,34,0
20,12,8,187,36,0
20,12,9,90,14,0
20,12,10,52,10,0
20,12,11,133,31,0
20,12,12,170,33,0
20,12,13,12,4,0
20,12,14,95,22,0
20,12,15,72,15,0
20,12,16,400,76,6
20,12,17,71,17,0
20,12,18,382,83,5
20,12,19,22,5,0
20,12,20,45,9,0
20,12,21,180,36,0
20,12,22,89,21,0
20,12,23,97,21,1
20,12,24,90,19,0
20,12,25,155,27,0
20,12,26,192,33,0
20,12,27,213,42,0
20,12,28,161,28,2
20,12,29,512,96,9
20,12,30,2557,543,59
20,12,31,447,104,8
20,12,32,28,6,0
20,12,33,12,3,0
20,12,34,19,3,0
20,12,35,62,12,0
20,12,36,14,4,0
20,12,37,58,12,0
20,12,38,34,7,0
20,12,39,21,3,0
20,12,40,18,4,0
20,12,41,49,11,0
20,12,42,21,5,0
20,13,1,1655,407,328
20,13,2,22,3,2
20,13,3,18,4,0
20,13,4,103,21,4
20,13,5,171,39,28
20,13,6,230,50,22
20,13,7,340,78,18
20,13,8,16,4,1
20,13,9,15,4,1
20,13,10,18,4,0
20,13,11,72,17,10
20,13,12,16,5,0
20,14,1,1688,350,283
20,14,2,341,74,50
20,15,1,1867,396,226
20,15,2,187,35,16
20,16,1,2140,461,377
20,17,1,1733,371,265
20,17,2,100,22,15
20,18,1,729,148,105
20,18,2,14,3,3
20,18,3,16,3,1
20,19,1,1677,413,254
20,19,2,60,14,0
20,19,3,34,9,5
20,19,4,97,20,0
20,19,5,168,28,6
20,19,6,31,7,2
20,19,7,9,3,0
20,19,8,73,22,8
20,19,9,466,103,2
20,19,10,21,5,0
20,19,11,31,8,0
20,19,12,19,4,0
20,19,13,27,6,0
20,19,14,27,8,5
20,19,15,14,3,0
20,19,16,284,62,16
20,19,17,27,6,0
20,19,18,52,9,0
20,19,19,15,3,0
20,19,20,182,40,16
20,19,21,19,5,0
20,19,22,7,3,0
20,19,23,77,20,0
20,19,24,8,3,0
20,19,25,24,6,0
20,20,1,2906,691,425
20,20,2,159,25,0
20,20,3,263,43,7
20,20,4,603,91,20
20,20,5,3549,641,340
20,20,6,152,26,0
20,20,7,263,49,12
20,20,8,169,30,8
20,20,9,131,24,0
20,20,10,128,24,7
20,20,11,102,17,0
20,20,12,22,5,4
20,20,13,52,13,6
20,20,14,123,29,10
20,20,15,18,3,0
20,20,16,18,3,2
20,20,17,13,4,1
20,20,18,54,11,0
20,20,19,30,6,3
20,21,1,728,171,37
20,21,2,21,5,1
20,22,1,4564,950,776
20,22,2,788,159,139
20,22,3,25,6,2
20,22,4,37,7,5
20,22,5,10,3,1
20,22,6,20,5,3
20,22,7,99,25,24
20,23,1,2060,481,434
20,23,2,2623,578,408
20,23,3,21,6,0
20,23,4,13,3,1
20,24,1,11087,2487,2005
20,24,2,306,69,47
20,24,3,467,109,29
20,24,4,1146,259,163
20,24,5,133,30,24
20,24,6,21,5,2
20,24,7,22,6,3
20,24,8,15,3,1
20,24,9,13,3,2
20,24,10,12,3,1
20,24,11,44,12,9
20,24,12,169,43,15
20,24,13,22,3,2
20,24,14,50,9,5
20,25,1,2683,633,367
20,25,2,195,54,28
20,25,3,2308,435,266
20,25,4,377,107,29
20,25,5,31,5,0
21,1,1,839,205,147
21,1,2,362,57,39
21,1,3,14,3,0
21,1,4,60,12,2
21,2,1,5242,1074,413
21,2,2,131,27,4
21,2,3,69,13,0
21,2,4,52,10,0
21,2,5,17,3,0
21,2,6,321,49,2
21,2,7,83,13,2
21,2,8,42,8,0
21,2,9,25,5,0
21,2,10,7,3,0
21,2,11,15,4,0
21,2,12,42,6,0
21,2,13,12,3,0
21,2,14,80,13,0
21,2,15,12,0,0
21,2,16,16,0,0
21,2,17,12,4,1
21,2,18,36,4,0
21,3,1,2038,446,159
21,3,2,593,109,67
21,3,3,157,31,10
21,3,4,658,125,41
21,3,5,385,71,13
21,3,6,391,69,28
21,3,7,182,37,5
21,3,8,88,14,4
21,3,9,36,6,2
21,3,10,66,10,0
21,4,1,3995,806,482
21,4,2,695,131,77
21,4,3,881,169,114
21,4,4,52,11,5
21,5,1,2208,430,167
21,5,2,1575,266,91
21,5,3,33,6,3
21,6,1,904,181,123
21,7,1,1939,439,337
21,7,2,336,74,51
21,7,3,11,3,2
21,8,1,3449,710,547
21,8,2,143,32,19
21,8,3,864,149,97
21,8,4,251,44,23
21,8,5,122,21,16
21,8,6,420,81,45
21,8,7,574,124,69
21,8,8,995,203,104
21,8,9,649,122,46
21,8,10,18,3,1
21,8,11,23,5,1
21,9,1,5112,950,231
21,9,2,858,156,47
21,9,3,572,102,29
21,9,4,555,105,27
21,9,5,860,182,67
21,9,6,222,43,18
21,9,7,275,48,0
21,9,8,183,32,2
21,10,1,1924,366,94
21,10,2,362,68,23
21,10,3,42,8,0
21,10,4,291,55,12
21,10,5,146,30,4
21,10,6,1462,305,28
21,10,7,857,165,28
21,10,8,296,61,3
21,11,1,1726,370,256
21,11,2,299,51,34
21,11,3,186,34,16
21,11,4,380,64,48
21,11,5,254,43,28
21,11,6,14,3,2
21,11,7,43,8,6
21,11,8,24,4,4
21,11,9,81,16,10
21,11,10,23,4,1
21,11,11,61,10,7
21,11,12,24,4,1
21,12,1,2522,414,88
21,12,2,150,25,13
21,12,3,181,34,16
21,12,4,86,17,6
21,12,5,303,53,21
21,12,6,37,6,0
21,12,7,117,21,0
21,12,8,38,7,0
21,12,9,331,55,4
21,13,1,4178,799,228
21,13,2,309,61,18
21,13,3,772,139,15
21,13,4,1476,238,48
21,13,5,1010,156,26
21,13,6,657,117,13
21,13,7,56,8,0
21,13,8,40,6,0
21,13,9,151,28,2
21,13,10,162,21,0
21,13,11,26,5,0
21,13,12,470,72,3
21,13,13,59,13,0
21,13,14,167,30,8
21,13,15,15,3,0
21,13,16,23,3,1
21,13,17,22,3,0
21,13,18,118,20,4
21,13,19,37,7,0
21,14,1,1250,268,193
21,14,2,950,196,137
21,14,3,362,67,48
21,14,4,464,91,73
21,14,5,75,13,8
21,14,6,621,119,67
21,15,1,4180,733,241
21,15,2,30,6,1
21,16,1,968,196,133
21,16,2,14,3,0
21,16,3,8,3,0
21,16,4,26,3,0
21,17,1,4274,930,619
21,17,2,319,60,41
21,17,3,173,34,25
21,17,4,2176,469,385
21,17,5,727,153,117
21,17,6,244,44,21
21,17,7,1477,279,202
21,17,8,339,65,43
21,17,9,174,40,21
21,17,10,19,4,0
21,17,11,13,4,1
21,17,12,149,32,14
21,17,13,28,6,1
21,18,1,1611,240,9
21,18,2,344,60,6
21,18,3,491,83,0
21,18,4,15,3,0
21,18,5,497,82,5
21,18,6,767,117,12
21,18,7,1139,169,0
21,18,8,102,20,0
21,18,9,412,66,0
21,18,10,616,89,2
21,18,11,611,131,47
21,18,12,132,24,4
21,18,13,514,76,0
21,18,14,195,39,0
21,18,15,532,97,47
21,18,16,708,108,0
21,18,17,389,63,0
21,18,18,266,44,0
21,18,19,345,53,0
21,18,20,71,9,0
21,18,21,34,4,2
21,18,22,148,24,0
21,18,23,98,15,0
21,18,24,59,6,0
21,18,25,97,16,0
21,18,26,92,12,0
21,18,27,28,3,0
21,18,28,10,3,0
21,18,29,81,14,0
21,18,30,259,43,0
21,19,1,9417,2085,1315
21,19,2,90,16,8
21,19,3,327,63,38
21,19,4,834,152,68
21,19,5,160,32,20
21,19,6,200,41,18
21,19,7,105,24,3
21,19,8,124,20,6
21,19,9,559,130,35
21,19,10,441,92,53
21,19,11,67,13,4
21,19,12,367,69,52
21,19,13,1037,205,92
21,19,14,776,164,118
21,19,15,304,67,35
21,19,16,846,164,74
21,19,17,270,50,29
21,19,18,194,38,23
21,19,19,304,67,40
21,19,20,67,13,7
21,19,21,129,21,9
21,19,22,215,47,29
21,19,23,94,19,7
21,19,24,38,5,0
21,19,25,67,10,4
21,19,26,76,13,5
21,19,27,76,11,5
21,19,28,674,119,44
21,19,29,19,4,1
21,19,30,10,4,1
21,19,31,35,6,3
21,20,1,1724,381,272
21,20,2,564,141,92
21,20,3,941,182,134
21,20,4,27,5,4
21,20,5,31,6,2
21,21,1,24347,5145,4341
21,21,2,177,37,19
21,21,3,108,24,8
21,21,4,1850,384,234
21,21,5,1058,213,117
21,21,6,2397,465,348
21,21,7,2325,433,290
21,21,8,1597,319,179
21,21,9,647,127,77
21,21,10,353,73,38
21,21,11,85,19,6
21,21,12,24,3,0
21,21,13,29,6,1
21,21,14,495,88,47
21,21,15,554,102,55
21,21,16,287,59,27
21,21,17,36,9,6
21,21,18,79,14,7
21,21,19,1774,360,256
21,21,20,155,34,28
21,21,21,266,55,35
21,21,22,124,24,14
21,21,23,76,14,10
21,21,24,785,157,107
21,21,25,137,29,18
21,21,26,390,74,43
21,21,27,87,18,17
21,21,28,133,21,11
21,21,29,1633,325,151
21,21,30,270,47,20
21,21,31,191,31,14
21,21,32,187,35,22
21,21,33,31,7,5
21,21,34,24,6,4
21,21,35,45,9,6
21,21,36,22,3,0
21,21,37,92,19,6
21,21,38,14,3,0
21,21,39,14,3,2
21,21,40,274,57,33
21,21,41,116,18,8
21,21,42,26,6,5
21,21,43,29,7,1
21,21,44,22,4,3
21,21,45,7,3,3
21,21,46,31,6,3
21,21,47,102,16,1
21,21,48,290,58,34
21,21,49,14,4,1
21,21,50,21,3,0
21,21,51,56,12,4
21,21,52,37,7,3
21,21,53,17,4,1
21,21,54,16,0,0
21,21,55,146,30,10
21,21,56,91,18,6
21,22,1,1566,282,180
21,22,2,81,17,0
21,22,3,1065,190,126
21,22,4,226,39,24
21,22,5,162,28,15
21,22,6,128,23,15
21,23,1,1139,240,85
21,23,2,543,118,44
21,23,3,418,70,10
21,23,4,263,49,14
21,23,5,50,8,2
21,23,6,464,90,22
21,23,7,416,77,44
21,23,8,405,76,15
21,23,9,362,73,2
21,23,10,290,48,3
21,23,11,93,16,4
21,23,12,524,94,11
21,23,13,20,3,1
21,24,1,2639,513,359
21,24,2,541,104,64
21,24,3,129,30,17
21,24,4,5,3,0
22,1,1,2851,568,241
22,1,2,62,13,3
22,1,3,17,4,0
22,1,4,13,3,0
22,1,5,43,10,0
22,1,6,111,19,2
22,1,7,39,10,5
22,1,8,28,5,2
22,1,9,38,6,4
22,1,10,21,4,0
22,1,11,21,3,2
22,1,12,46,8,0
22,1,13,28,6,2
22,1,14,13,4,0
22,1,15,47,11,0
22,1,16,252,46,10
22,1,17,34,5,1
22,1,18,18,4,1
22,1,19,29,4,0
22,1,20,28,3,1
22,1,21,11,3,0
22,1,22,42,7,2
22,1,23,49,7,0
22,1,24,23,4,0
22,1,25,56,12,2
22,1,26,39,10,2
22,2,1,1170,218,96
22,2,2,128,24,7
22,2,3,186,41,12
22,2,4,81,11,4
22,2,5,45,15,5
22,2,6,42,7,4
22,2,7,121,18,10
22,2,8,279,41,15
22,2,9,56,8,5
22,2,10,698,107,20
22,2,11,59,13,1
22,2,12,27,7,2
22,2,13,525,79,25
22,2,14,45,4,0
22,2,15,38,5,2
22,2,16,11,3,0
22,2,17,95,20,2
22,2,18,29,6,1
22,2,19,74,11,5
22,2,20,48,8,4
22,2,21,66,11,2
22,2,22,75,13,6
22,2,23,15,4,4
22,2,24,15,5,1
22,2,25,41,6,3
22,2,26,116,16,4
22,2,27,22,5,2
22,2,28,114,20,4
22,2,29,30,7,1
22,2,30,51,12,4
22,3,1,2095,252,93
22,3,2,1429,208,56
22,3,3,42,8,0
22,3,4,51,7,0
22,3,5,23,3,0
22,3,6,75,13,1
22,3,7,83,11,3
22,3,8,24,5,0
22,3,9,67,12,0
22,4,1,5389,685,142
22,4,2,50,10,0
22,4,3,17,2,0
22,4,4,73,11,0
22,4,5,212,34,0
22,4,6,100,15,0
22,4,7,209,25,0
22,4,8,30,6,0
22,4,9,64,13,0
22,4,10,55,9,0
22,4,11,57,9,0
22,4,12,26,3,0
22,4,13,74,16,0
22,4,14,34,3,0
22,4,15,35,4,0
22,4,16,53,11,0
22,4,17,181,29,0
22,4,18,36,4,0
22,5,1,1300,261,135
22,5,2,18,4,0
22,5,3,34,6,0
22,5,4,21,4,0
22,5,5,53,11,1
22,5,6,22,4,0
22,5,7,17,2,0
22,5,8,42,7,1
22,5,9,31,7,0
22,6,1,3619,792,447
22,6,2,4811,1031,652
22,6,3,117,21,9
22,6,4,126,27,2
22,6,5,789,149,96
22,6,6,500,88,28
22,6,7,215,54,27
22,6,8,87,20,5
22,6,9,18484,4342,3509
22,6,10,494,91,6
22,6,11,46,8,2
22,6,12,310,49,6
22,6,13,276,58,21
22,6,14,210,35,18
22,6,15,231,46,31
22,6,16,17,3,2
22,6,17,35,6,0
22,6,18,248,51,32
22,6,19,120,22,5
22,6,20,38,8,2
22,6,21,60,14,9
22,6,22,42,9,4
22,6,23,198,36,21
22,6,24,78,18,5
22,6,25,69,16,10
22,6,26,78,16,2
22,6,27,18,4,0
22,6,28,35,7,3
22,6,29,49,9,0
22,6,30,168,32,18
22,6,31,59,13,6
22,6,32,165,42,18
22,6,33,203,37,25
22,6,34,18,4,2
22,6,35,92,21,4
22,6,36,19,4,0
22,6,37,93,17,7
22,6,38,13,3,3
22,6,39,116,21,13
22,6,40,39,7,3
22,6,41,86,14,5
22,7,1,2176,517,322
22,7,2,1179,216,81
22,7,3,205,52,16
22,7,4,125,26,6
22,7,5,627,138,95
22,7,6,220,50,19
22,7,7,225,45,19
22,7,8,445,87,58
22,7,9,117,23,0
22,7,10,66,14,2
22,7,11,460,89,46
22,7,12,714,159,59
22,7,13,444,95,58
22,7,14,208,40,14
22,7,15,399,83,31
22,7,16,207,41,16
22,7,17,1757,360,128
22,7,18,91,19,10
22,7,19,2698,575,327
22,7,20,303,53,20
22,7,21,367,77,34
22,7,22,534,118,68
22,7,23,156,31,14
22,7,24,516,117,79
22,7,25,678,125,74
22,7,26,25,5,3
22,7,27,12214,2583,1688
22,7,28,237,51,22
22,7,29,447,86,48
22,7,30,304,66,7
22,7,31,4136,861,580
22,7,32,1052,213,73
22,7,33,315,68,18
22,7,34,587,114,69
22,7,35,623,111,23
22,7,36,853,152,31
22,7,37,2008,439,307
22,7,38,173,31,11
22,7,39,124,23,13
22,7,40,56,13,10
22,7,41,34,8,2
22,7,42,107,23,6
22,7,43,320,66,33
22,7,44,84,18,6
22,7,45,451,88,34
22,7,46,62,11,5
22,7,47,11,3,0
22,7,48,1167,240,155
22,7,49,147,28,15
22,7,50,137,30,7
22,7,51,45,9,0
22,7,52,86,21,9
22,7,53,135,25,9
22,7,54,20,5,3
22,7,55,20,4,0
22,7,56,36,7,1
22,7,57,26,6,1
22,7,58,15,4,1
22,7,59,126,25,4
22,7,60,38,7,6
22,7,61,12,3,2
22,7,62,7,3,0
22,7,63,15,4,3
22,7,64,74,13,0
22,7,65,11,3,2
22,7,66,296,65,43
22,7,67,12,4,3
22,7,68,32,7,0
22,7,69,47,8,8
22,7,70,66,13,7
22,7,71,59,8,3
22,7,72,290,59,18
22,7,73,20,5,1
22,7,74,10,3,1
22,7,75,93,17,9
22,7,76,16,3,1
22,7,77,47,7,4
22,7,78,41,7,3
22,7,79,32,8,3
22,7,80,23,6,0
22,7,81,198,44,16
22,7,82,106,19,7
22,8,1,5044,956,665
22,8,2,206,38,19
22,8,3,113,23,11
22,8,4,60,11,1
22,8,5,314,59,28
22,8,6,148,23,9
22,8,7,68,14,5
22,8,8,199,32,3
22,8,9,136,29,8
22,8,10,27,6,1
22,8,11,89,14,1
22,8,12,489,69,10
22,8,13,1186,184,4
22,8,14,1181,289,102
22,8,15,229,41,1
22,8,16,1120,178,30
22,8,17,139,22,7
22,8,18,92,17,4
22,8,19,42,10,3
22,8,20,28,6,1
22,8,21,53,8,1
22,8,22,85,15,4
22,8,23,27,5,2
22,8,24,55,10,0
22,8,25,71,12,5
22,8,26,77,12,2
22,8,27,42,9,1
22,8,28,9,3,0
22,8,29,29,7,3
22,8,30,167,34,16
22,8,31,126,20,4
22,8,32,25,6,0
22,8,33,159,27,2
22,8,34,119,21,10
22,8,35,133,20,2
22,8,36,134,22,8
22,8,37,86,21,3
22,8,38,26,5,0
22,8,39,195,34,13
22,8,40,45,12,5
22,8,41,40,7,0
22,8,42,23,5,0
22,8,43,84,14,0
22,8,44,25,3,2
22,8,45,61,7,0
22,8,46,16,3,0
22,8,47,34,7,3
22,8,48,19,5,0
22,8,49,62,11,1
22,8,50,350,76,40
22,8,51,105,17,0
22,8,52,65,8,1
22,8,53,23,4,0
22,8,54,13,4,0
22,8,55,13,3,0
22,8,56,59,15,0
22,8,57,120,3,2
22,8,58,42,8,3
22,8,59,28,6,2
22,8,60,30,6,1
22,8,61,47,8,0
22,8,62,34,5,1
22,8,63,19,4,1
22,8,64,8,3,0
22,8,65,24,5,0
22,8,66,108,16,1
22,9,1,1212,214,9
22,9,2,125,26,2
22,9,3,453,88,5
22,9,4,112,17,6
22,9,5,40,7,0
22,9,6,191,39,0
22,9,7,19,4,0
22,9,8,57,7,0
22,10,1,3080,459,93
22,10,2,29,5,1
22,10,3,18,2,1
22,11,1,4581,893,463
22,11,2,1198,230,23
22,11,3,45,7,0
22,11,4,101,15,4
22,11,5,1379,245,53
22,11,6,2025,393,55
22,11,7,1242,227,76
22,11,8,26,7,2
22,11,9,46,8,0
22,11,10,219,44,0
22,11,11,259,45,0
22,11,12,443,77,1
22,11,13,12,3,1
22,11,14,208,38,0
22,11,15,396,69,14
22,11,16,11,4,1
22,11,17,19,3,1
22,11,18,25,5,0
22,11,19,392,76,33
22,11,20,189,34,8
22,11,21,473,80,15
22,11,22,13,4,0
22,11,23,59,8,0
22,11,24,76,11,0
22,11,25,56,12,0
22,11,26,16,4,0
22,11,27,25,5,0
22,11,28,158,28,0
22,11,29,19,4,0
22,11,30,31,6,0
22,11,31,56,8,0
22,11,32,22,6,0
22,11,33,23,4,0
22,11,34,25,6,0
22,11,35,32,6,2
22,11,36,43,10,0
22,11,37,84,13,4
22,11,38,31,6,1
22,12,1,2053,459,120
22,12,2,226,42,7
22,12,3,33,7,1
22,12,4,189,35,2
22,12,5,2271,402,19
22,12,6,73,13,0
22,12,7,34,4,0
22,12,8,113,21,4
22,12,9,314,64,5
23,1,1,399,80,10
23,1,2,182,27,0
23,1,3,50,8,0
23,1,4,100,23,0
23,1,5,114,24,0
23,1,6,279,47,0
23,1,7,144,29,1
23,1,8,1173,204,4
23,1,9,143,26,0
23,1,10,267,46,0
23,1,11,32,5,0
23,1,12,142,25,0
23,1,13,16,3,0
23,1,14,22,5,0
23,1,15,46,8,0
23,1,16,17,4,0
23,1,17,46,8,0
23,1,18,25,4,0
23,1,19,20,4,0
23,1,20,23,4,0
23,1,21,20,4,0
23,1,22,64,12,0
23,2,1,958,214,115
23,2,2,57,8,0
23,2,3,26,4,0
23,2,4,76,13,0
23,2,5,22,4,0
23,2,6,45,7,0
23,2,7,36,6,0
23,2,8,20,4,0
23,3,1,176,39,21
23,3,2,148,26,0
23,3,3,61,11,1
23,3,4,182,28,7
23,3,5,43,8,0
23,3,6,26,5,1
23,3,7,63,14,0
23,3,8,34,6,1
23,3,9,20,4,0
23,3,10,14,3,0
23,3,11,22,4,0
23,3,12,42,5,2
23,4,1,580,100,13
23,4,2,656,115,7
23,4,3,288,63,8
23,4,4,385,68,7
23,4,5,87,17,1
23,4,6,149,25,0
23,4,7,71,14,0
23,4,8,66,12,1
23,4,9,14,3,0
23,4,10,59,7,1
23,5,1,937,150,1
23,5,2,1040,174,3
23,5,3,392,60,0
23,5,4,484,76,0
23,5,5,325,53,1
23,5,6,410,61,0
23,5,7,371,59,3
23,5,8,98,16,0
23,5,9,172,24,0
23,5,10,185,30,0
23,5,11,79,13,0
23,5,12,61,10,0
23,5,13,48,8,0
23,5,14,168,25,1
23,5,15,46,8,0
23,5,16,97,17,0
23,5,17,69,7,0
23,5,18,97,15,0
23,5,19,167,25,0
23,5,20,78,12,0
