distrito,muni,localida,pobtotal,vp,vpcontv,municipio
12,18,2,456,103,48,226
12,18,3,185,41,23,226
12,18,4,113,19,12,226
12,18,5,318,71,39,226
12,18,6,66,15,6,226
12,18,7,269,52,23,226
12,18,8,92,18,8,226
12,18,9,16,5,2,226
12,18,10,9,3,1,226
12,18,11,11,4,1,226
12,18,12,38,7,5,226
12,18,13,15,3,0,226
12,18,14,104,20,11,226
12,18,15,21,5,2,226
12,18,16,24,6,1,226
12,19,1,189,56,17,227
12,19,2,460,110,65,227
12,19,3,417,100,50,227
12,19,4,124,40,22,227
12,19,5,34,10,2,227
12,19,6,21,5,3,227
12,19,7,73,15,7,227
12,19,8,25,5,2,227
12,19,9,10,3,1,227
12,19,10,28,6,5,227
12,19,11,25,8,0,227
12,19,12,27,6,0,227
12,19,13,36,10,7,227
12,19,14,32,9,2,227
12,19,15,15,4,2,227
12,19,16,13,3,0,227
12,19,17,11,3,0,227
12,22,1,919,203,106,230
12,22,2,209,43,29,230
12,22,3,238,54,43,230
12,22,4,113,29,8,230
12,22,5,17,4,1,230
12,22,6,7,3,0,230
12,22,7,7,3,0,230
12,22,8,22,5,3,230
12,22,9,7,3,1,230
12,23,1,746,198,65,231
12,23,2,242,59,10,231
12,23,3,410,92,14,231
12,23,4,22,3,2,231
12,24,1,410,107,65,232
12,24,2,271,62,41,232
12,24,3,316,86,61,232
12,24,4,747,177,142,232
12,24,5,18,4,2,232
12,25,1,1419,273,182,233
12,25,2,313,65,45,233
12,25,3,15,3,3,233
12,26,1,1591,346,228,234
12,26,2,116,18,6,234
12,26,3,27,7,2,234
13,1,1,1799,432,215,235
13,1,2,120,20,0,235
13,1,3,76,13,0,235
13,1,4,31,8,0,235
13,1,5,13,3,0,235
13,1,6,80,17,0,235
13,2,1,649,207,53,236
13,2,2,263,81,33,236
13,2,3,697,159,11,236
13,2,4,44,10,5,236
13,2,5,25,9,2,236
13,4,1,195,70,14,238
13,4,2,145,52,12,238
13,4,3,99,24,9,238
13,4,4,208,61,20,238
13,4,5,136,46,8,238
13,7,1,259,80,37,241
13,7,2,200,63,27,241
13,7,3,13,4,1,241
13,8,1,1214,304,235,242
13,8,2,590,184,64,242
13,8,3,412,113,38,242
13,8,4,532,126,43,242
13,8,5,154,48,18,242
13,8,6,392,84,21,242
13,9,1,596,149,26,243
13,9,2,222,53,18,243
13,9,3,538,128,29,243
13,9,4,192,56,10,243
13,9,5,123,27,1,243
13,9,6,66,13,4,243
13,9,7,62,13,1,243
13,9,8,31,7,1,243
13,11,1,848,211,67,245
13,11,2,382,107,5,245
13,11,3,375,116,5,245
13,15,1,1889,504,274,249
13,15,2,298,80,21,249
13,15,3,331,90,15,249
13,15,4,109,20,4,249
13,15,5,46,9,1,249
13,17,1,1157,326,185,251
13,17,2,23,7,2,251
13,17,3,24,6,4,251
13,20,1,783,165,67,254
13,20,2,134,27,2,254
13,20,3,471,98,8,254
13,20,4,97,19,0,254
13,20,5,202,45,5,254
13,20,6,890,182,3,254
13,20,7,394,82,0,254
13,20,8,52,10,0,254
13,20,9,33,9,3,254
13,24,1,961,245,58,258
13,24,2,39,8,1,258
13,24,3,20,5,1,258
13,24,4,17,4,0,258
14,1,1,590,180,77,260
14,1,2,658,150,13,260
14,1,3,409,87,3,260
14,1,4,190,44,1,260
14,1,5,136,31,7,260
14,1,6,147,36,0,260
14,1,7,110,34,2,260
14,1,8,180,40,4,260
14,1,9,76,19,2,260
14,1,10,27,10,4,260
14,1,11,35,7,0,260
14,2,1,2253,441,230,261
14,2,2,221,46,9,261
14,2,3,256,56,6,261
14,2,4,855,157,18,261
14,2,5,418,72,19,261
14,2,6,661,125,20,261
14,2,7,195,43,0,261
14,2,8,304,65,5,261
14,2,9,49,9,0,261
14,2,10,21,4,0,261
14,2,11,24,6,0,261
14,2,12,72,9,0,261
14,2,13,46,14,0,261
14,2,14,103,25,1,261
14,2,15,47,7,0,261
14,2,16,46,11,0,261
14,2,17,291,67,1,261
14,2,18,35,8,0,261
14,2,19,192,39,0,261
14,2,20,182,43,0,261
14,2,21,104,18,0,261
14,2,22,11,3,0,261
14,2,23,37,8,0,261
14,2,24,29,9,0,261
14,2,25,224,44,13,261
14,2,26,27,7,0,261
14,3,1,835,165,17,262
14,3,2,151,29,0,262
14,3,3,180,41,0,262
14,3,4,556,110,14,262
14,3,5,180,39,0,262
14,3,6,63,20,0,262
14,3,7,34,9,0,262
14,3,8,607,110,10,262
14,3,9,28,6,1,262
14,3,10,10,3,0,262
14,3,11,20,6,0,262
14,4,1,2676,573,78,263
14,4,2,534,98,36,263
14,4,3,396,79,29,263
14,4,4,685,141,81,263
14,4,5,513,116,57,263
14,4,6,757,148,90,263
14,4,7,57,10,0,263
14,4,8,1901,375,122,263
14,4,9,373,77,26,263
14,4,10,3132,650,400,263
14,4,11,313,74,10,263
14,4,12,512,92,61,263
14,4,13,519,104,65,263
14,4,14,809,210,46,263
14,4,15,1169,252,184,263
14,4,16,1553,369,233,263
14,4,17,313,64,6,263
14,4,18,1270,282,105,263
14,4,19,2108,431,141,263
14,4,20,333,54,26,263
14,4,21,471,91,55,263
14,4,22,24,8,0,263
14,4,23,14,3,1,263
14,4,24,50,11,9,263
14,4,25,16,5,0,263
14,4,26,165,32,5,263
14,4,27,320,63,20,263
14,4,28,20,3,1,263
14,4,29,18,3,0,263
14,4,30,12,3,3,263
14,4,31,23,9,2,263
14,4,32,29,4,0,263
14,4,33,22,5,1,263
14,4,34,18,3,0,263
14,4,35,27,5,3,263
14,4,36,20,6,1,263
14,4,37,13,3,0,263
14,4,38,325,69,14,263
14,4,39,169,38,11,263
14,5,1,1724,364,80,264
14,5,2,1265,228,100,264
14,5,3,1507,291,146,264
14,5,4,554,120,4,264
14,5,5,1080,225,1,264
14,5,6,1005,181,51,264
14,5,7,615,122,12,264
14,5,8,429,75,10,264
14,5,9,1069,208,65,264
14,5,10,606,115,0,264
14,5,11,773,157,14,264
14,5,12,1240,235,21,264
14,5,13,723,144,3,264
14,5,14,830,149,30,264
14,5,15,231,45,6,264
14,5,16,86,21,0,264
14,5,17,275,48,7,264
14,5,18,330,72,0,264
14,5,19,52,13,0,264
14,5,20,936,173,27,264
14,5,21,153,32,0,264
14,5,22,256,46,3,264
14,5,23,96,19,4,264
14,5,24,15,3,0,264
14,5,25,406,74,23,264
14,5,26,290,44,10,264
14,5,27,161,28,11,264
14,5,28,262,51,24,264
14,5,29,22,5,0,264
14,5,30,58,13,0,264
14,5,31,41,5,0,264
14,6,1,2266,435,13,265
14,6,2,774,159,4,265
14,6,3,96,18,0,265
14,7,1,3424,698,31,266
14,7,2,920,192,12,266
14,7,3,476,113,6,266
14,7,4,84,13,0,266
14,7,5,18,3,0,266
14,7,6,125,24,0,266
14,7,7,74,14,0,266
14,7,8,65,9,0,266
14,7,9,36,6,0,266
14,7,10,16,3,0,266
14,7,11,12,3,0,266
14,7,12,43,10,0,266
14,7,13,39,6,0,266
14,8,1,935,200,33,267
14,8,2,67,15,0,267
14,8,3,634,127,27,267
14,8,4,60,12,1,267
14,8,5,69,15,0,267
14,9,1,1712,369,198,268
14,9,2,442,90,4,268
14,9,3,465,104,14,268
14,9,4,402,100,21,268
14,9,5,554,119,6,268
14,9,6,74,15,0,268
14,9,7,516,92,12,268
14,9,8,155,35,1,268
14,9,9,75,18,0,268
14,9,10,48,12,0,268
14,9,11,67,17,0,268
14,9,12,143,27,0,268
14,9,13,77,16,0,268
14,9,14,80,19,1,268
14,9,15,80,15,0,268
14,9,16,34,8,1,268
14,9,17,11,3,0,268
14,9,18,20,4,0,268
14,9,19,17,4,1,268
14,9,20,32,6,0,268
14,9,21,47,10,2,268
14,9,22,217,44,0,268
14,9,23,72,14,2,268
14,9,24,28,5,3,268
14,9,25,13,6,2,268
14,9,26,55,12,4,268
14,9,27,68,11,0,268
14,10,1,875,254,63,269
14,10,2,1212,264,56,269
14,10,3,547,132,25,269
14,10,4,26,8,1,269
14,11,1,981,188,72,270
14,11,2,186,37,10,270
14,11,3,181,37,0,270
14,11,4,94,19,0,270
14,11,5,331,56,0,270
14,11,6,119,26,0,270
14,11,7,172,35,0,270
14,11,8,33,7,0,270
14,11,9,69,11,0,270
14,11,10,461,99,19,270
14,11,11,15,3,0,270
14,11,12,25,5,0,270
14,11,13,40,7,0,270
14,11,14,36,7,0,270
14,12,1,2735,508,250,271
14,12,2,333,62,16,271
14,12,3,290,59,0,271
14,12,4,355,68,6,271
14,12,5,534,102,6,271
14,12,6,719,134,14,271
14,12,7,215,43,4,271
14,12,8,63,11,0,271
14,12,9,407,70,17,271
14,12,10,227,47,0,271
14,12,11,369,79,3,271
14,12,12,146,31,0,271
14,12,13,63,11,0,271
14,12,14,47,7,0,271
14,12,15,203,42,0,271
14,12,16,63,13,0,271
14,12,17,389,76,4,271
14,12,18,69,18,0,271
14,12,19,70,11,0,271
14,12,20,154,31,0,271
14,12,21,119,23,0,271
14,12,22,118,26,0,271
14,12,23,98,20,1,271
14,12,24,30,6,0,271
14,12,25,67,10,0,271
14,12,26,83,13,0,271
14,12,27,110,22,1,271
14,12,28,41,11,0,271
14,12,29,36,7,1,271
14,12,30,135,25,4,271
14,12,31,99,23,4,271
14,13,1,490,109,40,272
14,13,2,522,108,7,272
14,13,3,225,49,0,272
14,13,4,343,71,1,272
14,13,5,32,7,0,272
14,13,6,262,54,0,272
14,13,7,87,14,0,272
14,13,8,83,14,0,272
14,13,9,231,48,1,272
14,13,10,60,10,0,272
14,13,11,114,20,0,272
14,13,12,12,3,0,272
14,13,13,26,5,0,272
14,13,14,74,13,0,272
14,13,15,134,26,0,272
14,13,16,40,9,2,272
14,13,17,19,4,0,272
14,14,1,948,204,34,273
14,14,2,33,6,0,273
14,14,3,131,24,0,273
14,14,4,21,5,0,273
14,14,5,28,5,0,273
14,14,6,34,4,0,273
14,15,1,2031,426,136,274
14,15,2,1279,253,1,274
14,15,3,895,171,45,274
14,15,4,57,9,0,274
14,15,5,29,6,0,274
14,15,6,22,6,0,274
14,15,7,69,11,0,274
14,15,8,21,5,0,274
14,15,9,16,3,0,274
14,15,10,18,4,0,274
14,15,11,31,6,0,274
14,15,12,25,7,0,274
14,15,13,31,6,0,274
14,15,14,19,4,0,274
14,15,15,78,15,0,274
14,15,16,58,18,3,274
14,15,17,162,29,9,274
14,15,18,94,20,2,274
14,15,19,19,3,0,274
14,16,1,1140,226,41,275
14,16,2,324,71,10,275
14,16,3,235,49,5,275
14,16,4,293,55,6,275
14,16,5,526,109,19,275
14,16,6,157,27,0,275
14,16,7,113,25,0,275
14,16,8,226,51,1,275
14,16,9,259,50,1,275
14,16,10,171,38,1,275
14,16,11,42,9,1,275
14,16,12,126,26,2,275
14,16,13,154,35,0,275
14,16,14,21,5,0,275
14,16,15,77,19,0,275
14,16,16,63,14,1,275
14,16,17,77,19,0,275
14,17,1,1697,351,167,276
14,17,2,491,102,21,276
14,17,3,176,31,2,276
14,17,4,840,156,40,276
14,17,5,210,45,21,276
14,17,6,269,59,16,276
14,17,7,276,58,27,276
14,17,8,489,102,17,276
14,17,9,268,53,12,276
14,17,10,273,63,22,276
14,17,11,496,100,30,276
14,17,12,11,3,0,276
14,17,13,107,22,0,276
14,17,14,23,4,1,276
15,1,1,834,170,116,277
15,1,2,1085,135,8,277
15,1,3,108,20,12,277
15,1,4,485,70,23,277
15,1,5,290,60,40,277
15,1,6,45,7,1,277
15,1,7,239,43,11,277
15,1,8,15,3,2,277
15,1,9,39,8,1,277
15,1,10,22,4,0,277
15,1,11,14,4,0,277
15,1,12,106,19,16,277
15,2,1,743,174,87,278
15,2,2,82,17,2,278
15,2,3,113,20,10,278
15,2,4,638,112,24,278
15,2,5,353,66,4,278
15,2,6,14,3,2,278
15,2,7,110,17,4,278
15,2,8,58,12,5,278
15,2,9,595,114,39,278
15,2,10,195,33,6,278
15,2,11,192,34,5,278
15,2,12,113,25,3,278
15,2,13,199,32,3,278
15,2,14,127,26,6,278
15,2,15,180,33,11,278
15,2,16,53,10,0,278
15,2,17,29,6,0,278
15,2,18,17,4,1,278
15,2,19,118,21,0,278
15,2,20,39,8,3,278
15,2,21,78,16,1,278
15,2,22,19,4,0,278
15,2,23,61,9,3,278
15,2,24,22,5,0,278
15,2,25,22,4,0,278
15,3,1,8997,1956,1634,279
15,3,2,212,42,19,279
15,3,3,199,37,21,279
15,3,4,997,217,72,279
15,3,5,312,72,28,279
15,3,6,403,77,37,279
15,3,7,654,173,71,279
15,3,8,699,131,47,279
15,3,9,125,35,6,279
15,3,10,231,55,32,279
15,3,11,541,128,81,279
15,3,12,179,38,2,279
15,3,13,258,46,27,279
15,3,14,346,64,18,279
15,3,15,277,59,38,279
15,3,16,164,32,7,279
15,3,17,979,201,67,279
15,3,18,339,65,14,279
15,3,19,540,111,27,279
15,3,20,755,139,40,279
15,3,21,549,100,27,279
15,3,22,431,96,31,279
15,3,23,370,77,47,279
15,3,24,344,69,18,279
15,3,25,301,54,16,279
15,3,26,649,150,10,279
15,3,27,417,78,50,279
15,3,28,625,145,38,279
15,3,29,181,35,15,279
15,3,30,194,29,15,279
15,3,31,102,21,7,279
15,3,32,53,10,0,279
15,3,33,1279,270,197,279
15,3,34,169,29,17,279
15,3,35,372,88,12,279
15,3,36,222,43,15,279
15,3,37,80,18,1,279
15,3,38,143,23,5,279
15,3,39,31,9,0,279
15,3,40,49,11,0,279
15,3,41,166,37,8,279
15,3,42,38,8,1,279
15,3,43,17,4,2,279
15,3,44,135,32,9,279
15,3,45,49,13,3,279
15,3,46,30,6,0,279
15,3,47,107,20,5,279
15,3,48,35,6,1,279
15,3,49,205,35,3,279
15,3,50,286,64,25,279
15,3,51,67,13,0,279
15,3,52,28,9,0,279
15,3,53,124,36,7,279
15,3,54,74,12,5,279
15,3,55,369,74,18,279
15,3,56,45,7,0,279
15,3,57,34,6,3,279
15,3,58,33,7,3,279
15,3,59,30,8,5,279
15,3,60,64,14,2,279
15,3,61,34,4,0,279
15,3,62,18,4,0,279
15,3,63,21,5,0,279
15,3,64,88,22,0,279
15,3,65,37,9,1,279
15,3,66,18,4,1,279
15,3,67,32,8,5,279
15,3,68,27,5,1,279
15,3,69,25,6,4,279
15,3,70,21,4,0,279
15,3,71,83,12,4,279
15,3,72,86,17,14,279
15,3,73,188,40,29,279
15,3,74,18,3,0,279
15,4,1,1290,284,185,280
15,4,2,456,87,67,280
15,4,3,621,103,41,280
15,4,4,368,69,26,280
15,4,5,351,60,31,280
15,4,6,169,30,16,280
15,4,7,36,7,0,280
15,4,8,53,12,0,280
15,4,9,41,8,5,280
15,4,10,151,26,12,280
15,5,1,341,79,33,281
15,5,2,102,24,5,281
15,5,3,222,46,14,281
15,5,4,111,19,1,281
15,5,5,255,48,25,281
15,5,6,16,3,0,281
15,5,7,31,5,1,281
15,5,8,169,32,13,281
15,5,9,59,13,4,281
15,5,10,66,12,5,281
15,5,11,121,24,7,281
15,5,12,58,10,2,281
15,5,13,25,5,3,281
15,5,14,99,19,4,281
15,5,15,23,3,0,281
15,5,16,48,8,0,281
15,5,17,57,11,0,281
15,5,18,30,4,1,281
15,5,19,55,12,3,281
15,5,20,32,5,2,281
15,5,21,58,11,5,281
15,5,22,142,29,1,281
15,5,23,69,13,0,281
15,5,24,43,8,0,281
15,5,25,133,22,3,281
15,5,26,34,5,2,281
15,5,27,11,3,1,281
15,5,28,12,3,3,281
15,5,29,284,50,17,281
15,5,30,27,5,2,281
15,5,31,79,17,3,281
15,5,32,14,4,0,281
15,5,33,17,3,0,281
15,5,34,110,20,12,281
15,5,35,14,3,2,281
15,5,36,38,6,0,281
15,5,37,27,5,1,281
15,5,38,68,12,1,281
15,6,1,3797,734,247,282
15,6,2,587,101,26,282
15,6,3,277,52,30,282
15,6,4,80,16,0,282
15,6,5,19,3,0,282
15,6,6,142,24,2,282
15,6,7,184,36,2,282
15,6,8,243,47,10,282
15,7,1,704,141,61,283
15,7,2,111,27,7,283
15,7,3,413,90,12,283
15,7,4,441,84,14,283
15,7,5,635,140,14,283
15,7,6,77,16,0,283
15,7,7,528,91,17,283
15,7,8,367,65,2,283
15,7,9,57,13,0,283
15,7,10,131,31,7,283
15,7,11,321,53,9,283
15,7,12,1389,233,89,283
15,7,13,304,58,14,283
15,7,14,155,31,1,283
15,7,15,29,6,0,283
15,7,16,51,10,0,283
15,7,17,308,61,3,283
15,7,18,55,11,0,283
15,7,19,142,33,2,283
15,7,20,17,3,0,283
15,7,21,41,8,0,283
15,7,22,84,16,0,283
15,7,23,66,14,0,283
15,7,24,302,57,2,283
15,7,25,12,3,0,283
15,7,26,31,6,0,283
15,7,27,74,14,0,283
15,7,28,102,22,1,283
15,7,29,62,15,0,283
15,7,30,33,9,0,283
15,7,31,52,11,0,283
15,7,32,45,11,0,283
15,7,33,101,21,0,283
15,7,34,60,13,0,283
15,7,35,209,35,0,283
15,7,36,70,11,0,283
15,7,37,36,6,0,283
15,7,38,27,5,0,283
15,7,39,14,5,0,283
15,7,40,110,21,2,283
15,7,41,34,6,2,283
15,7,42,43,6,0,283
15,7,43,70,12,2,283
15,7,44,65,14,0,283
15,7,45,140,34,1,283
15,7,46,13,3,0,283
15,7,47,224,43,1,283
15,7,48,7,3,0,283
15,7,49,31,8,0,283
15,7,50,53,13,0,283
15,7,51,159,32,0,283
15,7,52,11,3,0,283
15,7,53,25,6,0,283
15,7,54,40,7,0,283
15,7,55,156,27,0,283
15,7,56,68,12,0,283
15,7,57,27,6,0,283
15,7,58,76,12,0,283
15,7,59,75,19,5,283
15,7,60,22,4,0,283
15,7,61,275,58,3,283
15,7,62,148,27,1,283
15,7,63,22,4,0,283
15,7,64,167,37,6,283
15,7,65,135,25,0,283
15,7,66,44,6,1,283
15,7,67,15,4,0,283
15,7,68,26,4,0,283
15,7,69,28,5,0,283
15,7,70,20,4,0,283
15,7,71,12,3,0,283
15,7,72,16,4,0,283
15,7,73,60,13,7,283
15,7,74,34,7,2,283
15,7,75,13,3,0,283
15,7,76,77,16,1,283
15,7,77,20,4,0,283
15,7,78,18,5,1,283
15,7,79,26,4,0,283
15,7,80,28,6,0,283
15,7,81,16,3,0,283
15,7,82,8,3,0,283
15,7,83,30,4,0,283
15,7,84,94,19,4,283
15,7,85,78,12,0,283
15,7,86,51,11,1,283
15,7,87,122,22,1,283
15,8,1,201,48,10,284
15,8,2,85,16,0,284
15,8,3,277,59,15,284
15,8,4,235,52,2,284
15,8,5,435,78,0,284
15,8,6,449,103,32,284
15,8,7,890,166,7,284
15,8,8,610,131,24,284
15,8,9,217,48,7,284
15,8,10,700,130,14,284
15,8,11,119,26,1,284
15,8,12,127,21,0,284
15,8,13,104,22,1,284
15,8,14,359,64,14,284
15,8,15,355,85,20,284
15,8,16,111,22,0,284
15,8,17,177,40,4,284
15,8,18,156,35,4,284
15,8,19,102,31,4,284
15,8,20,21,7,1,284
15,8,21,68,20,1,284
15,8,22,253,55,0,284
15,8,23,15,4,0,284
15,8,24,91,18,0,284
15,8,25,32,6,0,284
15,8,26,68,14,0,284
15,8,27,242,48,0,284
15,8,28,66,14,0,284
15,8,29,29,7,0,284
15,8,30,69,10,0,284
15,9,1,1723,327,88,285
15,9,2,26,6,0,285
15,9,3,147,25,2,285
15,9,4,15,4,2,285
15,9,5,1506,246,86,285
15,9,6,8,3,0,285
15,9,7,1335,279,99,285
15,9,8,147,28,3,285
15,10,1,4215,757,342,286
15,10,2,578,107,21,286
15,10,3,439,71,23,286
15,10,4,1657,376,78,286
15,10,5,20,3,0,286
15,10,6,331,56,14,286
15,10,7,282,53,14,286
15,10,8,499,120,46,286
15,10,9,980,191,62,286
15,10,10,215,43,11,286
15,10,11,61,10,0,286
15,10,12,284,59,30,286
15,10,13,492,78,18,286
15,10,14,204,33,10,286
15,10,15,149,24,4,286
15,10,16,1112,201,92,286
15,10,17,605,88,44,286
15,10,18,22,5,1,286
15,10,19,46,7,0,286
15,10,20,229,32,10,286
15,10,21,166,28,3,286
15,10,22,170,31,6,286
15,10,23,594,106,14,286
15,10,24,340,76,31,286
15,10,25,690,144,61,286
15,10,26,764,176,36,286
15,10,27,112,22,7,286
15,10,28,23,4,1,286
15,10,29,72,13,0,286
15,10,30,21,4,0,286
15,10,31,13,4,0,286
15,10,32,11,3,0,286
15,10,33,21,4,0,286
16,1,1,1876,435,260,287
16,1,2,339,81,29,287
16,1,3,557,143,26,287
16,1,4,251,61,13,287
16,1,5,758,186,47,287
16,1,6,158,30,13,287
16,1,7,178,43,8,287
16,1,8,294,68,18,287
16,1,9,151,38,4,287
16,1,10,94,26,11,287
16,1,11,352,103,18,287
16,1,12,82,19,3,287
16,1,13,829,204,103,287
16,1,14,110,29,3,287
16,1,15,362,80,8,287
16,1,16,373,76,5,287
16,1,17,134,31,8,287
16,1,18,452,109,49,287
16,1,19,202,36,15,287
16,1,20,48,14,8,287
16,1,21,100,19,1,287
16,1,22,126,27,11,287
16,2,1,249,62,13,288
16,2,2,272,54,10,288
16,2,3,315,71,6,288
16,2,4,476,102,16,288
16,2,5,348,70,5,288
16,2,6,139,29,0,288
16,2,7,243,43,1,288
16,2,8,28,7,1,288
16,2,9,102,20,3,288
16,2,10,164,35,9,288
16,2,11,83,18,0,288
16,2,12,70,16,0,288
16,2,13,209,56,3,288
16,2,14,222,43,2,288
16,2,15,70,15,0,288
16,2,16,17,8,4,288
16,2,17,78,17,0,288
16,2,18,26,6,0,288
16,2,19,216,38,4,288
16,2,20,18,5,0,288
16,2,21,41,11,0,288
16,2,22,74,14,3,288
16,2,23,13,3,0,288
16,3,1,312,104,44,289
16,3,2,32,14,0,289
16,3,3,69,22,3,289
16,3,4,68,26,4,289
16,3,5,117,39,1,289
16,3,6,14,4,0,289
16,3,7,53,17,4,289
16,3,8,5,3,0,289
16,3,9,3,3,0,289
16,3,10,58,18,6,289
16,3,11,20,5,2,289
16,4,1,52,9,2,290
16,4,2,145,32,14,290
16,4,3,110,21,0,290
16,4,4,144,29,5,290
16,4,5,200,42,3,290
16,4,6,147,39,1,290
16,4,7,110,19,1,290
16,4,8,72,18,0,290
16,4,9,275,56,2,290
16,4,10,107,23,3,290
16,6,1,466,94,4,292
16,6,2,91,26,1,292
16,6,3,296,61,4,292
16,6,4,163,36,7,292
16,6,5,131,29,0,292
16,6,6,21,4,0,292
16,7,1,275,67,16,293
16,7,2,46,12,0,293
16,7,3,390,95,7,293
16,7,4,330,64,4,293
16,7,5,276,57,13,293
16,7,6,265,63,22,293
16,7,7,264,54,5,293
16,7,8,233,58,10,293
16,7,9,132,34,1,293
16,7,10,121,30,7,293
16,7,11,384,88,6,293
16,7,12,12,3,0,293
16,7,13,62,12,0,293
16,7,14,39,10,2,293
16,7,15,28,8,0,293
16,7,16,37,8,2,293
16,7,17,52,10,0,293
16,7,18,44,12,4,293
16,7,19,54,9,2,293
16,7,20,18,4,0,293
16,7,21,47,9,0,293
16,7,22,105,23,0,293
16,7,23,14,3,0,293
16,7,24,16,3,0,293
16,7,25,14,5,0,293
16,7,26,47,13,1,293
16,7,27,10,3,0,293
16,7,28,10,4,0,293
16,7,29,18,5,0,293
16,7,30,11,3,0,293
16,7,31,36,5,0,293
16,7,32,10,4,0,293
16,8,1,151,56,20,294
16,8,2,17,6,0,294
16,8,3,44,13,4,294
16,8,4,54,18,5,294
16,8,5,20,11,1,294
16,8,6,135,40,11,294
16,8,7,93,27,10,294
16,8,8,17,6,0,294
16,9,1,195,48,5,295
16,9,2,139,28,2,295
16,9,3,586,82,17,295
16,9,4,647,96,14,295
16,9,5,477,101,4,295
16,9,6,338,62,7,295
16,9,7,557,100,2,295
16,9,8,536,96,12,295
16,9,9,407,69,10,295
16,9,10,128,28,4,295
16,9,11,287,67,8,295
16,9,12,483,79,14,295
16,9,13,485,82,12,295
16,9,14,141,23,6,295
16,9,15,259,42,14,295
16,9,16,310,47,5,295
16,9,17,78,12,1,295
16,9,18,249,43,8,295
16,9,19,178,36,6,295
16,9,20,30,5,0,295
16,9,21,55,12,0,295
16,9,22,69,15,1,295
16,9,23,116,20,0,295
16,11,1,129,35,16,297
16,11,2,65,17,10,297
16,11,3,167,43,23,297
16,11,4,18,5,1,297
16,11,5,35,12,4,297
16,11,6,47,11,3,297
16,11,7,288,69,34,297
16,11,8,83,20,12,297
16,11,9,31,8,5,297
16,11,10,22,6,4,297
16,11,11,165,38,21,297
16,11,12,28,8,4,297
16,12,1,1442,270,82,298
16,12,2,307,59,24,298
16,12,3,625,150,36,298
16,12,4,110,22,1,298
16,12,5,130,26,9,298
16,13,1,862,198,28,299
16,13,2,671,138,0,299
16,13,3,118,29,3,299
16,13,4,149,38,0,299
16,13,5,38,7,1,299
16,14,1,393,113,21,300
16,14,2,159,47,4,300
16,14,3,155,35,9,300
16,14,4,69,14,1,300
16,14,5,104,28,4,300
16,15,1,685,163,71,301
16,15,2,289,75,5,301
16,15,3,381,89,23,301
16,15,4,706,190,34,301
16,15,5,294,88,17,301
16,15,6,226,61,11,301
16,15,7,116,24,12,301
16,15,8,271,71,11,301
16,15,9,464,99,28,301
16,15,10,38,16,4,301
16,15,11,11,5,0,301
16,15,12,11,6,1,301
16,15,13,72,16,7,301
16,15,14,47,17,0,301
16,15,15,24,4,1,301
16,16,1,322,64,16,302
16,16,2,247,45,3,302
16,16,3,323,62,2,302
16,16,4,381,70,15,302
16,16,5,61,14,3,302
16,16,6,128,24,0,302
16,16,7,82,13,0,302
16,16,8,126,22,3,302
16,16,9,44,8,0,302
16,16,10,170,35,5,302
16,16,11,158,25,0,302
16,16,12,378,80,14,302
16,16,13,37,7,0,302
16,16,14,18,4,0,302
16,16,15,14,3,0,302
16,17,1,288,78,23,303
16,17,2,428,105,15,303
16,17,3,287,72,7,303
16,17,4,181,42,5,303
16,17,5,60,13,1,303
16,17,6,76,24,5,303
16,17,7,106,27,14,303
16,17,8,112,29,1,303
16,17,9,17,4,0,303
16,18,1,294,84,29,304
16,18,2,219,54,15,304
16,18,3,39,10,2,304
16,18,4,86,23,0,304
16,19,1,255,63,27,305
16,19,2,281,69,28,305
16,19,3,26,6,0,305
16,19,4,46,10,0,305
16,19,5,42,8,1,305
16,19,6,21,5,0,305
16,19,7,27,7,2,305
16,19,8,20,6,0,305
16,20,1,419,119,40,306
16,20,2,68,17,2,306
16,20,3,204,56,5,306
16,20,4,115,40,4,306
16,20,5,25,9,2,306
16,20,6,27,9,0,306
16,21,1,257,69,13,307
16,21,2,123,30,10,307
16,21,3,61,10,0,307
16,21,4,140,42,2,307
16,21,5,103,29,0,307
16,21,6,96,16,2,307
16,21,7,45,10,3,307
16,21,8,225,51,4,307
16,21,9,128,38,2,307
16,21,10,121,33,3,307
16,21,11,133,29,0,307
16,21,12,190,42,2,307
16,21,13,72,15,0,307
16,21,14,68,25,1,307
16,21,15,44,13,0,307
16,21,16,42,10,0,307
16,22,1,237,46,16,308
16,22,2,196,47,4,308
16,22,3,657,131,34,308
16,22,4,206,41,13,308
16,22,5,133,25,11,308
16,22,6,202,48,7,308
16,22,7,91,15,2,308
16,22,8,32,7,0,308
16,22,9,102,20,1,308
16,22,10,63,12,4,308
16,22,11,78,14,5,308
16,22,12,87,17,7,308
16,22,13,62,16,3,308
16,22,14,84,15,5,308
16,22,15,99,22,1,308
16,22,16,47,10,1,308
16,22,17,59,7,4,308
16,22,18,27,7,0,308
16,22,19,53,13,3,308
16,22,20,104,19,0,308
16,22,21,53,11,0,308
16,23,1,435,120,7,309
16,23,2,357,77,0,309
16,23,3,94,23,0,309
16,23,4,27,6,0,309
16,23,5,26,7,0,309
16,23,6,67,14,0,309
16,23,7,29,6,0,309
16,23,8,21,5,0,309
16,23,9,11,4,0,309
16,23,10,14,3,0,309
16,23,11,62,16,0,309
16,24,1,57,14,9,310
