distrito,muni,localida,pobtotal,vp,vpcontv,municipio
8,6,1,7881,1572,1224,131
8,6,2,239,45,19,131
8,6,3,235,47,7,131
8,6,4,318,47,11,131
8,6,5,437,72,35,131
8,6,6,205,41,1,131
8,6,7,46,12,1,131
8,6,8,384,64,4,131
8,6,9,202,29,7,131
8,6,10,103,25,20,131
8,6,11,104,21,0,131
8,6,12,14,5,0,131
8,6,13,416,66,15,131
8,6,14,161,33,6,131
8,6,15,325,58,19,131
8,6,16,529,65,29,131
8,6,17,63,14,5,131
8,6,18,307,52,5,131
8,6,19,705,112,43,131
8,6,20,821,136,73,131
8,6,21,32,7,1,131
8,6,22,739,191,92,131
8,6,23,495,86,8,131
8,6,24,743,149,74,131
8,6,25,661,143,48,131
8,6,26,1168,238,84,131
8,6,27,1041,256,164,131
8,6,28,725,158,86,131
8,6,29,249,42,9,131
8,6,30,600,94,14,131
8,6,31,601,103,54,131
8,6,32,177,40,7,131
8,6,33,364,53,5,131
8,6,34,251,46,16,131
8,6,35,45,9,0,131
8,6,36,1072,181,6,131
8,6,37,442,76,49,131
8,6,38,42,12,0,131
8,6,39,208,32,28,131
8,6,40,13,3,0,131
8,6,41,379,78,29,131
8,6,42,77,14,0,131
8,6,43,71,13,2,131
8,6,44,137,20,9,131
8,6,45,158,37,0,131
8,6,46,291,61,26,131
8,6,47,131,25,4,131
8,6,48,259,42,13,131
8,6,49,116,18,1,131
8,6,50,144,24,7,131
8,6,51,238,40,13,131
8,6,52,198,34,4,131
8,6,53,122,28,8,131
8,6,54,94,18,14,131
8,6,55,105,26,10,131
8,6,56,166,29,0,131
8,6,57,151,34,6,131
8,6,58,186,36,11,131
8,6,59,94,23,5,131
8,6,60,947,147,64,131
8,6,61,47,9,6,131
8,6,62,25,4,0,131
8,6,63,10,3,0,131
8,6,64,146,21,10,131
8,6,65,170,31,16,131
8,6,66,15,3,0,131
8,6,67,24,3,0,131
8,6,68,35,7,2,131
8,6,69,31,8,2,131
8,6,70,16,4,0,131
8,6,71,21,4,0,131
8,6,72,50,9,0,131
8,6,73,86,16,9,131
8,6,74,104,18,15,131
8,6,75,67,12,0,131
8,6,76,21,5,2,131
8,6,77,23,4,0,131
8,7,1,1389,316,173,132
8,7,2,32,7,5,132
8,7,3,21,3,0,132
9,1,1,221,71,28,133
9,1,2,244,67,38,133
9,1,3,4,3,0,133
9,1,4,44,12,5,133
9,1,5,50,14,6,133
9,2,1,905,193,47,134
9,2,2,651,138,33,134
9,2,3,728,132,14,134
9,2,4,727,145,39,134
9,2,5,586,109,19,134
9,2,6,1565,323,44,134
9,2,7,223,39,13,134
9,2,8,302,63,7,134
9,2,9,29,8,0,134
9,2,10,152,28,0,134
9,2,11,41,9,0,134
9,2,12,68,14,5,134
9,2,13,28,7,1,134
9,2,14,34,9,1,134
9,2,15,161,34,5,134
9,3,1,107,35,9,135
9,3,2,87,17,10,135
9,3,3,13,3,0,135
9,3,4,9,4,2,135
9,3,5,19,4,0,135
9,3,6,104,30,14,135
9,4,1,58,18,8,136
9,4,2,183,56,24,136
9,4,3,102,26,13,136
9,4,4,186,44,30,136
9,4,5,55,19,9,136
9,4,6,112,37,15,136
9,4,7,11,4,0,136
9,4,8,41,10,3,136
9,4,9,27,8,1,136
9,4,10,18,4,1,136
9,4,11,16,3,2,136
9,4,12,11,4,3,136
9,4,13,7,4,2,136
9,5,1,403,104,61,137
9,5,2,89,22,16,137
9,5,3,208,56,19,137
9,5,4,225,59,14,137
9,5,5,132,32,19,137
9,5,6,70,17,10,137
9,5,7,15,4,1,137
9,5,8,37,8,1,137
9,5,9,26,7,3,137
9,5,10,51,11,5,137
9,5,11,17,5,4,137
9,5,12,41,13,6,137
9,5,13,9,4,3,137
9,5,14,38,12,10,137
9,5,15,36,9,9,137
9,5,16,43,13,6,137
9,6,1,423,98,18,138
9,6,2,248,53,18,138
9,6,3,17,4,1,138
9,6,4,44,7,0,138
9,6,5,36,7,1,138
9,6,6,23,5,0,138
9,6,7,27,7,1,138
9,6,8,30,5,0,138
9,6,9,40,10,1,138
9,6,10,30,7,0,138
9,6,11,8,3,0,138
9,7,1,200,63,41,139
9,7,2,204,60,36,139
9,7,3,16,4,2,139
9,8,1,1318,309,237,140
9,8,2,69,20,13,140
9,8,3,419,104,41,140
9,8,4,205,54,36,140
9,8,5,199,53,17,140
9,8,6,76,24,13,140
9,8,7,121,31,12,140
9,8,8,151,35,24,140
9,8,9,173,44,25,140
9,8,10,223,49,28,140
9,8,11,118,28,16,140
9,8,12,99,25,17,140
9,8,13,43,9,7,140
9,8,14,5,3,1,140
9,8,15,22,4,4,140
9,8,16,53,12,7,140
9,8,17,18,3,1,140
9,8,18,116,28,22,140
9,8,19,29,9,6,140
9,8,20,29,3,2,140
9,10,1,1489,404,192,142
9,10,2,79,26,6,142
9,10,3,65,16,4,142
9,11,1,1158,313,235,143
9,11,2,26,6,3,143
9,11,3,23,7,0,143
9,11,4,144,43,10,143
9,11,5,325,81,40,143
9,11,6,28,6,4,143
9,12,1,90,29,17,144
9,12,2,82,25,7,144
9,12,3,106,34,16,144
9,12,4,90,19,10,144
9,12,5,17,4,0,144
9,12,6,24,3,0,144
9,12,7,16,4,4,144
9,12,8,25,8,4,144
9,12,9,10,3,1,144
9,12,10,47,10,1,144
9,12,11,15,4,0,144
9,12,12,10,3,0,144
9,12,13,11,3,2,144
9,12,14,12,3,1,144
9,12,15,18,3,1,144
9,12,16,17,4,4,144
9,13,1,219,61,26,145
9,13,2,13,4,2,145
9,13,3,25,7,1,145
9,13,4,9,4,1,145
9,14,1,890,209,170,146
9,14,2,209,46,31,146
9,14,3,251,64,33,146
9,14,4,124,26,14,146
9,14,5,216,53,16,146
9,14,6,333,78,47,146
9,14,7,180,42,12,146
9,14,8,33,9,2,146
9,14,9,18,4,0,146
9,14,10,12,3,2,146
9,14,11,14,5,4,146
9,14,12,16,4,3,146
9,15,1,1578,404,310,147
9,15,2,35,6,2,147
9,15,3,17,4,3,147
9,15,4,39,8,2,147
9,15,5,20,7,5,147
9,15,6,32,8,5,147
9,17,1,69,20,5,149
9,17,2,103,27,5,149
9,17,3,98,30,10,149
9,17,4,14,4,0,149
9,17,5,13,5,0,149
9,17,6,9,4,3,149
9,17,7,17,4,2,149
9,18,1,349,116,70,150
9,18,2,56,13,10,150
9,18,3,52,16,11,150
9,18,4,42,13,10,150
9,18,5,19,4,4,150
9,19,1,4769,1014,837,151
9,19,2,56,11,4,151
9,19,3,136,34,25,151
9,19,4,276,62,34,151
9,19,5,23,5,4,151
9,19,6,97,23,7,151
9,19,7,174,36,15,151
9,19,8,36,6,0,151
9,19,9,50,11,9,151
9,19,10,45,10,7,151
9,19,11,56,11,0,151
9,19,12,36,6,0,151
9,19,13,151,32,28,151
9,19,14,16,4,1,151
9,19,15,14,3,1,151
9,19,16,24,5,2,151
9,19,17,46,8,5,151
9,19,18,31,7,3,151
9,19,19,13,3,2,151
9,19,20,30,5,1,151
9,20,1,521,154,94,152
9,20,2,128,34,14,152
9,20,3,76,24,13,152
9,20,4,68,24,7,152
9,20,5,17,7,3,152
9,20,6,87,19,5,152
9,20,7,11,3,2,152
9,20,8,5,3,0,152
9,20,9,30,7,4,152
9,21,1,207,52,18,153
9,21,2,75,13,6,153
9,21,3,19,7,3,153
9,21,4,15,4,0,153
10,1,1,9496,2138,1764,154
10,1,2,469,132,60,154
10,1,3,71,22,13,154
10,1,4,168,42,23,154
10,1,5,96,29,17,154
10,1,6,80,21,13,154
10,1,7,107,24,16,154
10,1,8,474,88,50,154
10,1,9,90,16,6,154
10,1,10,83,22,14,154
10,1,11,157,36,12,154
10,1,12,159,31,20,154
10,1,13,746,155,38,154
10,1,14,373,67,33,154
10,1,15,45,9,3,154
10,1,16,15,5,0,154
10,1,17,17,8,4,154
10,1,18,23,5,0,154
10,1,19,36,7,6,154
10,1,20,22,6,1,154
10,1,21,19,5,2,154
10,1,22,15,4,1,154
10,1,23,58,17,9,154
10,1,24,66,18,13,154
10,1,25,85,16,6,154
10,1,26,75,15,10,154
10,1,27,54,16,11,154
10,1,28,12,3,1,154
10,1,29,10,3,1,154
10,1,30,23,10,3,154
10,1,31,37,10,10,154
10,1,32,28,6,2,154
10,1,33,9,3,3,154
10,1,34,8,3,1,154
10,1,35,32,6,5,154
10,1,36,12,4,4,154
10,1,37,25,5,0,154
10,1,38,42,8,4,154
10,1,39,18,2,0,154
10,1,40,12,4,2,154
10,1,41,102,18,8,154
10,1,42,86,17,10,154
10,1,43,70,14,7,154
10,1,44,77,17,1,154
10,1,45,43,12,2,154
10,2,1,525,142,82,155
10,2,2,495,110,50,155
10,2,3,148,34,15,155
10,2,4,254,56,21,155
10,2,5,204,52,33,155
10,2,6,128,36,26,155
10,2,7,221,48,19,155
10,2,8,380,76,14,155
10,2,9,251,67,42,155
10,2,10,299,71,30,155
10,2,11,16,4,0,155
10,2,12,13,4,0,155
10,2,13,39,8,6,155
10,2,14,39,9,6,155
10,2,15,15,5,2,155
10,2,16,128,32,12,155
10,2,17,92,22,9,155
10,2,18,102,26,10,155
10,2,19,159,33,16,155
10,2,20,25,4,4,155
10,2,21,113,27,12,155
10,2,22,19,7,5,155
10,2,23,48,12,4,155
10,3,1,369,108,49,156
10,3,2,20,6,4,156
10,3,3,25,6,2,156
10,3,4,16,4,3,156
10,4,1,98,26,4,157
10,4,2,137,25,6,157
10,4,3,129,26,2,157
10,4,4,56,11,3,157
10,4,5,130,30,5,157
10,4,6,129,27,2,157
10,4,7,69,14,0,157
10,4,8,47,11,0,157
10,4,9,42,10,0,157
10,4,10,36,7,0,157
10,4,11,90,17,0,157
10,4,12,162,34,0,157
10,4,13,24,6,0,157
10,4,14,202,41,3,157
10,4,15,18,5,0,157
10,4,16,19,4,0,157
10,4,17,31,7,0,157
10,4,18,82,17,0,157
10,4,19,43,9,2,157
10,4,20,75,14,5,157
10,4,21,50,10,1,157
10,4,22,46,12,2,157
10,4,23,23,3,3,157
10,4,24,34,5,4,157
10,4,25,60,11,1,157
10,4,26,43,9,1,157
10,4,27,17,3,0,157
10,4,28,156,31,3,157
10,5,1,496,132,109,158
10,5,2,153,43,33,158
10,5,3,15,4,3,158
10,5,4,11,4,3,158
10,6,1,626,133,96,159
10,6,2,77,16,8,159
10,6,3,23,5,4,159
10,6,4,57,9,4,159
10,7,1,151,35,25,160
10,7,2,156,42,17,160
10,7,3,138,38,6,160
10,7,4,18,6,1,160
10,7,5,247,57,25,160
10,7,6,162,39,21,160
10,7,7,54,16,11,160
10,7,8,84,25,13,160
10,7,9,115,26,12,160
10,7,10,23,6,4,160
10,7,11,36,9,7,160
10,10,1,417,106,90,163
10,10,2,225,47,27,163
10,10,3,16,3,2,163
10,11,1,84,19,5,164
10,11,2,751,157,10,164
10,11,3,267,55,4,164
10,11,4,96,20,8,164
10,11,5,117,16,2,164
10,11,6,419,94,3,164
10,11,7,406,81,28,164
10,11,8,124,22,1,164
10,11,9,87,17,0,164
10,11,10,156,33,3,164
10,11,11,40,10,2,164
10,11,12,39,9,3,164
10,11,13,81,15,2,164
10,11,14,40,7,0,164
10,11,15,54,9,0,164
10,11,16,29,6,0,164
10,11,17,26,4,0,164
10,11,18,49,9,0,164
10,11,19,49,7,0,164
10,11,20,27,5,0,164
10,11,21,46,7,0,164
10,11,22,42,6,0,164
10,11,23,24,5,0,164
10,11,24,29,6,0,164
10,11,25,48,7,0,164
10,11,26,36,6,0,164
10,11,27,30,6,0,164
10,11,28,19,4,0,164
10,11,29,18,3,1,164
10,11,30,88,15,0,164
10,11,31,133,22,0,164
10,12,1,546,142,108,165
10,12,2,159,46,12,165
10,12,3,14,3,0,165
10,13,1,394,103,69,166
10,13,2,95,23,15,166
10,13,3,264,58,35,166
10,13,4,227,49,30,166
10,13,5,20,4,2,166
10,13,6,12,4,3,166
10,13,7,77,16,9,166
10,14,1,1678,357,46,167
10,14,2,29,5,0,167
10,14,3,188,36,0,167
10,14,4,50,7,1,167
10,15,1,139,33,17,168
10,15,2,514,95,50,168
10,15,3,292,69,14,168
10,15,4,10,3,0,168
10,15,5,27,6,0,168
10,15,6,37,10,1,168
10,15,7,108,21,0,168
10,15,8,173,35,4,168
10,15,9,25,4,0,168
10,15,10,50,10,0,168
10,15,11,37,8,0,168
10,15,12,10,3,0,168
10,15,13,47,9,0,168
10,15,14,44,9,1,168
10,15,15,30,6,1,168
10,15,16,27,5,0,168
10,15,17,17,4,0,168
10,15,18,15,3,0,168
10,15,19,26,6,0,168
10,15,20,19,3,0,168
10,15,21,18,3,0,168
10,15,22,182,33,1,168
10,15,23,105,20,0,168
10,15,24,26,6,0,168
10,15,25,21,7,0,168
10,15,26,53,13,7,168
10,15,27,36,8,0,168
10,15,28,26,5,1,168
10,15,29,34,6,0,168
10,15,30,44,10,0,168
10,15,31,15,3,0,168
10,15,32,20,7,0,168
10,15,33,24,4,0,168
10,15,34,24,4,0,168
10,16,1,537,115,11,169
10,16,2,256,59,7,169
10,16,3,58,11,2,169
10,16,4,15,4,0,169
10,16,5,228,46,2,169
10,16,6,172,32,2,169
10,16,7,46,12,0,169
10,16,8,128,22,0,169
10,16,9,90,23,3,169
10,16,10,31,7,0,169
10,16,11,57,10,0,169
10,16,12,83,16,0,169
10,17,1,353,78,19,170
10,17,2,296,66,1,170
10,17,3,180,38,0,170
10,17,4,100,22,2,170
10,17,5,158,30,0,170
10,17,6,43,10,0,170
10,17,7,56,11,0,170
10,18,1,174,52,43,171
10,18,2,9,3,1,171
10,18,3,9,3,1,171
10,18,4,76,20,14,171
10,19,1,255,65,34,172
10,19,2,174,36,19,172
10,19,3,403,91,14,172
10,19,4,28,9,6,172
10,19,5,69,18,4,172
10,19,6,35,8,4,172
10,19,7,35,5,1,172
10,19,8,37,9,1,172
10,20,1,386,102,18,173
10,20,2,125,24,0,173
10,20,3,94,23,0,173
10,20,4,370,81,3,173
10,20,5,176,38,0,173
10,20,6,26,5,0,173
10,20,7,47,7,0,173
10,20,8,64,13,0,173
10,20,9,60,12,0,173
10,20,10,75,20,3,173
10,22,1,570,141,41,175
10,22,2,579,123,21,175
10,22,3,580,121,45,175
10,22,4,125,26,1,175
10,22,5,185,43,12,175
10,22,6,26,6,0,175
10,22,7,166,30,7,175
10,22,8,91,21,0,175
10,22,9,13,4,0,175
10,22,10,85,21,7,175
10,22,11,12,3,0,175
10,22,12,48,11,2,175
10,22,13,45,13,1,175
10,23,1,450,122,104,176
10,23,2,94,32,16,176
10,23,3,61,13,4,176
10,23,4,11,3,1,176
10,23,5,140,29,19,176
10,23,6,19,4,1,176
10,23,7,16,5,2,176
10,23,8,17,4,3,176
10,24,1,204,58,5,177
10,24,2,470,116,16,177
10,24,3,168,38,11,177
10,24,4,133,32,7,177
10,24,5,167,37,10,177
10,24,6,199,44,20,177
10,24,7,22,4,0,177
10,25,1,313,102,64,178
10,25,2,156,31,14,178
10,25,3,68,21,10,178
10,25,4,139,33,7,178
10,25,5,13,3,0,178
10,25,6,92,19,14,178
10,25,7,19,4,1,178
10,25,8,25,6,5,178
10,25,9,16,3,2,178
10,25,10,25,4,2,178
10,25,11,11,3,1,178
10,25,12,34,5,3,178
10,25,13,10,3,3,178
10,25,14,8,4,2,178
10,26,1,395,95,45,179
10,26,2,157,38,0,179
10,26,3,142,29,9,179
10,26,4,231,50,8,179
10,26,5,232,40,11,179
10,26,6,235,53,5,179
10,26,7,441,101,12,179
10,26,8,174,38,0,179
10,26,9,45,10,5,179
10,26,10,107,21,2,179
10,26,11,193,54,2,179
10,26,12,265,56,11,179
10,26,13,175,42,8,179
10,26,14,134,29,1,179
10,26,15,68,18,5,179
10,26,16,132,36,12,179
10,26,17,361,79,4,179
10,26,18,143,36,8,179
10,26,19,159,31,12,179
10,26,20,42,13,0,179
10,26,21,11,3,1,179
10,26,22,35,6,0,179
10,27,1,322,90,66,180
10,27,2,139,42,36,180
10,27,3,25,5,4,180
10,27,4,14,4,3,180
10,27,5,6,3,2,180
10,28,1,121,26,7,181
10,28,2,98,17,6,181
10,28,3,63,11,5,181
10,28,4,174,27,5,181
10,28,5,230,49,5,181
10,28,6,184,33,1,181
10,28,7,91,17,0,181
10,28,8,63,12,1,181
10,28,9,100,22,0,181
10,28,10,109,22,0,181
10,28,11,15,5,0,181
10,28,12,46,9,0,181
10,28,13,30,6,0,181
10,28,14,46,10,0,181
10,28,15,31,9,3,181
10,28,16,38,4,0,181
10,28,17,51,8,1,181
10,28,18,45,8,1,181
10,28,19,39,8,1,181
10,28,20,31,6,1,181
10,28,21,73,13,2,181
10,28,22,32,5,0,181
10,28,23,39,9,0,181
10,28,24,50,9,0,181
10,28,25,59,8,0,181
10,28,26,11,3,0,181
10,28,27,44,7,0,181
10,28,28,50,8,0,181
10,28,29,15,3,0,181
10,28,30,41,9,0,181
10,28,31,21,3,0,181
10,28,32,42,3,0,181
10,28,33,20,5,0,181
10,28,34,22,6,0,181
10,28,35,20,4,0,181
10,28,36,95,18,4,181
10,28,37,28,4,0,181
10,28,38,45,6,2,181
10,28,39,37,5,0,181
10,28,40,29,5,0,181
10,28,41,167,33,0,181
10,28,42,42,9,0,181
10,28,43,51,9,0,181
10,28,44,48,10,0,181
10,28,45,49,12,0,181
10,28,46,52,12,0,181
10,28,47,39,7,1,181
10,28,48,24,5,0,181
10,28,49,17,4,4,181
10,28,50,23,4,0,181
10,28,51,110,19,2,181
10,28,52,29,6,0,181
10,28,53,30,4,1,181
10,28,54,87,14,2,181
10,28,55,41,8,0,181
10,28,56,102,17,0,181
10,28,57,89,17,0,181
10,28,58,33,4,1,181
10,29,1,839,212,168,182
10,29,2,64,18,12,182
10,29,3,89,21,15,182
10,29,4,207,52,26,182
10,29,5,18,4,1,182
10,29,6,46,10,4,182
10,29,7,47,13,3,182
10,29,8,41,10,2,182
10,29,9,35,8,5,182
10,29,10,81,18,14,182
10,29,11,24,4,0,182
10,29,12,11,3,3,182
10,29,13,19,5,4,182
10,29,14,18,3,1,182
10,29,15,26,6,3,182
10,30,1,734,173,115,183
10,30,2,346,72,41,183
10,30,3,182,38,17,183
10,30,4,43,8,4,183
10,32,1,158,45,12,185
10,32,2,151,33,8,185
10,32,3,116,32,13,185
10,32,4,251,57,5,185
10,32,5,42,10,2,185
10,32,6,70,18,4,185
10,32,7,85,20,7,185
10,32,8,21,4,3,185
10,32,9,34,8,6,185
10,32,10,43,11,4,185
10,32,11,32,6,2,185
10,32,12,108,23,12,185
10,32,13,64,17,7,185
10,32,14,165,37,2,185
10,32,15,36,8,4,185
10,32,16,7,3,0,185
10,32,17,32,6,4,185
10,32,18,12,4,3,185
10,32,19,48,14,2,185
10,32,20,48,12,1,185
10,32,21,49,10,2,185
10,32,22,62,14,5,185
10,32,23,36,9,4,185
10,32,24,122,27,6,185
10,32,25,21,3,3,185
10,32,26,13,3,1,185
10,32,27,38,9,1,185
10,32,28,21,5,1,185
10,32,29,27,7,0,185
10,32,30,19,3,1,185
10,32,31,22,6,3,185
11,2,1,2353,514,472,187
11,2,2,301,59,58,187
11,2,3,104,24,18,187
11,2,4,283,55,46,187
11,2,5,627,131,116,187
11,2,6,265,52,40,187
11,4,1,1554,283,249,189
11,4,2,109,18,16,189
11,4,3,669,142,97,189
11,4,4,41,8,3,189
11,4,5,34,7,6,189
11,5,1,3090,719,592,190
11,5,2,72,14,12,190
11,5,3,14,4,3,190
11,5,4,23,6,4,190
11,6,1,1585,377,341,191
11,6,2,609,112,92,191
11,6,3,594,128,120,191
11,6,4,17,6,3,191
11,6,5,54,12,8,191
11,6,6,23,6,4,191
11,6,7,46,11,7,191
11,6,8,12,3,1,191
11,6,9,35,7,7,191
11,6,10,14,3,3,191
11,6,11,80,18,14,191
11,7,1,2122,400,300,192
11,7,2,622,138,88,192
11,7,3,218,48,23,192
11,7,4,125,20,8,192
11,7,5,92,23,14,192
11,7,6,135,20,1,192
11,7,7,254,46,22,192
11,7,8,54,12,5,192
11,7,9,141,25,18,192
11,7,10,63,13,7,192
11,7,11,201,34,19,192
11,7,12,220,41,30,192
11,7,13,153,31,24,192
11,7,14,79,18,8,192
11,7,15,79,16,16,192
11,7,16,308,51,33,192
11,7,17,183,37,22,192
11,7,18,169,30,21,192
11,7,19,89,20,10,192
11,7,20,116,22,15,192
11,7,21,145,26,19,192
11,7,22,91,18,7,192
11,7,23,19,4,3,192
11,7,24,17,3,1,192
11,7,25,134,25,9,192
11,7,26,175,34,15,192
11,7,27,86,17,8,192
11,7,28,39,5,3,192
11,8,1,8536,1604,1385,193
11,8,2,164,37,14,193
11,8,3,64,11,0,193
11,8,4,421,82,57,193
11,8,5,43,9,4,193
11,8,6,221,38,17,193
11,8,7,17,3,0,193
11,8,8,92,19,12,193
11,8,9,22,5,1,193
11,8,10,23,3,3,193
11,8,11,49,11,0,193
11,8,12,16,3,3,193
11,8,13,19,4,1,193
11,9,1,110,26,21,194
11,9,2,107,38,19,194
11,9,3,87,20,5,194
11,9,4,11,4,2,194
11,9,5,62,19,3,194
11,9,6,205,43,8,194
11,9,7,125,31,16,194
11,9,8,531,119,58,194
11,9,9,474,109,68,194
11,9,10,110,32,15,194
11,9,11,195,42,13,194
11,9,12,50,10,2,194
11,9,13,129,29,5,194
11,9,14,35,10,0,194
11,9,15,23,6,2,194
11,9,16,29,7,0,194
11,9,17,83,20,14,194
11,9,18,82,19,5,194
11,9,19,16,6,2,194
11,9,20,24,7,1,194
11,9,21,8,3,0,194
11,9,22,66,14,9,194
11,9,23,18,4,0,194
11,9,24,12,3,0,194
11,9,25,44,11,4,194
11,9,26,35,6,0,194
11,9,27,32,8,2,194
11,10,1,715,127,21,195
11,10,2,550,100,16,195
11,10,3,453,78,13,195
11,10,4,18,3,0,195
11,10,5,31,5,2,195
11,11,1,877,179,110,196
11,11,2,215,46,27,196
11,11,3,450,100,69,196
11,11,4,770,151,114,196
11,11,5,542,112,89,196
11,11,6,633,110,98,196
11,13,1,2262,495,364,198
11,13,2,9,3,3,198
11,13,3,14,4,2,198
11,14,1,5477,1235,1113,199
11,14,2,1170,252,203,199
11,14,3,2560,584,557,199
11,14,4,66,13,11,199
11,14,5,76,17,14,199
11,14,6,40,7,7,199
11,14,7,58,12,9,199
11,14,8,188,42,37,199
11,14,9,141,29,20,199
11,14,10,15,4,0,199
11,14,11,58,12,11,199
11,14,12,46,9,0,199
11,14,13,25,6,5,199
11,14,14,15,3,3,199
11,14,15,19,3,2,199
11,15,1,2479,591,464,200
11,15,2,355,80,71,200
11,15,3,825,136,122,200
11,15,4,1613,359,339,200
11,15,5,270,52,42,200
11,15,6,265,55,48,200
11,15,7,37,11,8,200
11,15,8,64,15,11,200
11,15,9,43,12,5,200
11,15,10,1152,342,331,200
11,16,1,4499,1003,911,201
11,16,2,240,48,35,201
11,16,3,17,4,0,201
11,16,4,115,23,19,201
11,16,5,40,8,5,201
11,16,6,106,19,16,201
11,16,7,33,6,5,201
11,17,1,6950,1391,1234,202
11,17,2,789,185,150,202
11,17,3,19,3,2,202
11,17,4,61,14,10,202
11,18,1,301,48,3,203
11,18,2,314,49,6,203
11,18,3,206,32,0,203
11,18,4,469,73,3,203
11,18,5,163,29,0,203
11,18,6,193,34,3,203
11,18,7,508,79,0,203
11,18,8,227,31,1,203
11,18,9,372,64,2,203
11,18,10,240,42,6,203
11,18,11,213,40,0,203
11,18,12,452,68,0,203
11,18,13,234,35,0,203
11,18,14,293,39,5,203
11,18,15,186,28,0,203
11,18,16,550,71,4,203
11,18,17,179,32,1,203
11,18,18,151,30,0,203
11,18,19,346,52,7,203
11,18,20,111,19,0,203
11,18,21,199,28,0,203
11,18,22,281,39,1,203
11,18,23,124,21,3,203
11,18,24,154,19,3,203
11,18,25,34,6,0,203
11,18,26,124,22,0,203
11,18,27,127,19,2,203
11,18,28,62,11,0,203
11,18,29,26,3,0,203
11,18,30,75,12,0,203
11,19,1,5989,1258,925,204
11,19,2,1113,226,186,204
11,19,3,715,177,138,204
11,19,4,35,8,8,204
11,19,5,25,5,3,204
11,19,6,27,6,5,204
11,19,7,19,3,3,204
11,20,1,379,87,55,205
11,20,2,268,61,28,205
11,20,3,219,49,15,205
11,20,4,154,27,14,205
11,20,5,171,38,14,205
11,20,6,95,21,12,205
11,20,7,150,29,8,205
11,20,8,52,6,2,205
11,20,9,22,5,4,205
11,20,10,19,5,1,205
11,20,11,58,12,2,205
11,20,12,59,10,5,205
11,20,13,16,3,3,205
11,20,14,34,8,2,205
11,20,15,17,5,0,205
11,21,1,236,44,8,206
11,21,2,207,33,15,206
11,21,3,216,34,8,206
11,21,4,94,19,5,206
11,21,5,174,29,9,206
11,21,6,101,16,3,206
11,21,7,258,38,3,206
11,21,8,123,18,3,206
11,21,9,83,12,1,206
11,21,10,93,13,3,206
11,21,11,94,18,3,206
11,21,12,64,13,3,206
11,21,13,67,15,3,206
11,21,14,142,21,2,206
11,21,15,146,27,11,206
11,21,16,125,20,2,206
11,21,17,22,5,0,206
11,21,18,169,33,0,206
11,21,19,130,21,5,206
11,21,20,50,8,4,206
11,21,21,41,10,0,206
11,21,22,14,3,0,206
11,21,23,19,4,0,206
11,21,24,38,10,2,206
11,21,25,55,12,0,206
11,21,26,86,15,0,206
11,21,27,30,6,0,206
11,21,28,74,15,0,206
11,21,29,34,8,0,206
11,21,30,99,19,0,206
11,21,31,71,12,1,206
11,21,32,77,13,1,206
11,21,33,21,3,1,206
11,21,34,114,14,0,206
11,21,35,32,8,1,206
11,21,36,51,9,1,206
11,21,37,88,15,0,206
11,21,38,26,6,0,206
11,21,39,53,8,0,206
11,21,40,76,10,1,206
11,21,41,28,4,1,206
11,21,42,60,10,0,206
11,21,43,24,6,0,206
11,21,44,52,10,0,206
11,21,45,60,10,0,206
11,21,46,17,4,0,206
11,21,47,26,5,1,206
11,21,48,25,3,0,206
11,21,49,26,5,0,206
11,21,50,31,6,0,206
11,21,51,57,9,2,206
11,21,52,24,4,0,206
11,21,53,45,8,4,206
11,21,54,92,15,0,206
11,21,55,19,3,0,206
11,21,56,10,3,0,206
11,21,57,21,4,1,206
11,23,1,2591,583,526,208
11,23,2,334,61,47,208
11,23,3,812,170,163,208
11,23,4,51,11,10,208
11,23,5,62,12,11,208
11,23,6,16,3,2,208
11,23,7,25,5,5,208
11,23,8,11,3,0,208
12,3,1,2201,527,459,211
12,3,2,602,113,10,211
12,3,3,314,65,20,211
12,3,4,222,44,11,211
12,3,5,496,101,10,211
12,3,6,286,67,9,211
12,3,7,636,153,18,211
12,3,8,168,31,0,211
12,3,9,191,51,46,211
12,3,10,575,139,4,211
12,3,11,553,110,11,211
12,3,12,543,135,29,211
12,3,13,439,90,4,211
12,3,14,42,11,10,211
12,3,15,19,5,4,211
12,5,1,1438,429,241,213
12,5,2,79,20,8,213
12,5,3,40,9,5,213
12,5,4,13,3,3,213
12,8,1,1579,316,249,216
12,8,2,453,65,17,216
12,8,3,143,29,14,216
12,8,4,261,45,29,216
12,8,5,9,4,3,216
12,8,6,30,3,3,216
12,9,1,1298,297,269,217
12,9,2,20,5,4,217
12,9,3,71,13,9,217
12,10,1,1800,376,259,218
12,10,2,778,146,34,218
12,10,3,39,9,5,218
12,11,1,340,95,51,219
12,11,2,649,147,68,219
12,11,3,84,22,20,219
12,11,4,8,3,2,219
12,11,5,8,4,0,219
12,13,1,467,114,9,221
12,13,2,30,8,0,221
12,13,3,104,26,0,221
12,14,1,443,134,107,222
12,14,2,662,146,21,222
12,14,3,16,6,6,222
12,14,4,14,3,1,222
12,16,1,1005,197,122,224
12,16,2,402,77,56,224
12,16,3,11,3,0,224
12,16,4,412,74,42,224
12,16,5,429,71,47,224
12,16,6,160,33,19,224
12,16,7,103,17,0,224
12,16,8,15,3,0,224
12,16,9,9,4,0,224
12,18,1,792,184,59,226
